World_Bank_income_group,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
Unknown income group,2021-01-11,258910,-35.662724165315865,-10.701140656530518,-31.258262751972836,-35.662724165315865,-41.12758326313392,-41.12758326313392,-41.12758326313392,0,0,1.5464833339770574
Upper middle income,2021-01-11,2928412447,74.78283670349894,74.78283670349894,74.78283670349894,74.78283670349894,68.78491117817153,64.4903575008177,59.87457872330109,2741.0933759873433,50.760988444210064,27.565629692189326
High income,2021-01-18,1241193758,107.08305476133376,110.32751932059061,110.32751932059061,110.32751932059061,107.08305476133376,105.87630413475596,104.67091623282663,7890.471511281833,102.47365599067314,79.44170703765334
Low income,2021-01-18,704080579,45.76269611852649,45.76269611852649,45.76269611852649,45.76269611852649,29.200788857595846,12.866535819280747,5.9992888629438825,41.595177089093845,1.4343164513480637,1.578282561888417
Lower middle income,2021-01-18,2994738553,73.06507156271856,78.67930040677199,78.67930040677199,78.67930040677199,73.06507156271856,60.88489004343785,43.702632476094614,470.7675881573947,9.415351763147893,8.788889291732438
Unknown income group,2021-01-18,258910,-36.3591899109689,-10.859821088169225,-31.49577845612362,-36.3591899109689,-41.80591938532917,-41.80591938532917,-41.80591938532917,0,0,1.5464833339770574
Upper middle income,2021-01-18,2928412447,77.68638554284897,77.68638554284897,77.68638554284897,77.68638554284897,71.6730914018377,67.35531828488301,62.75059771414554,2874.8507072818406,53.23797606077483,28.70491572528137
High income,2021-01-25,1241193758,110.47984387098874,113.71335959346538,113.71335959346538,113.71335959346538,110.47984387098874,109.25893392408022,108.08990778223362,8149.519429075108,105.83791466331309,84.14580852250789
Low income,2021-01-25,704080579,47.24786360346968,47.24786360346968,47.24786360346968,47.24786360346968,30.3581544063418,14.068238822080957,6.282245049405014,42.29456930814776,1.4584334244188881,1.6772794694568618
Lower middle income,2021-01-25,2994738553,74.43334256638873,80.1313028128406,80.1313028128406,80.1313028128406,74.43334256638873,62.25084339165845,44.51180515235406,480.0000109197448,9.600000218394896,8.982629275952023
Unknown income group,2021-01-25,258910,-36.91585681842903,-10.777983231947996,-31.618062656209233,-36.91585681842903,-42.676317676542624,-42.676317676542624,-42.676317676542624,0,0,1.5464833339770574
Upper middle income,2021-01-25,2928412447,80.16147673922342,80.16147673922342,80.16147673922342,80.16147673922342,74.11829277737192,69.72503453615306,65.05472529043115,2984.7501800046834,55.2731514815682,29.973590055567744
High income,2021-02-01,1241193758,113.02712644163168,116.24768064150015,116.24768064150015,116.24768064150015,113.02712644163168,111.7970003108438,110.63702162831841,8342.965514712267,108.3502014897697,88.71334615590291
Low income,2021-02-01,704080579,48.47674100864048,48.47674100864048,48.47674100864048,48.47674100864048,31.40695795899707,15.112116252835534,6.704639236804301,42.99396152720167,1.4825503974897127,1.7421870970254387
Lower middle income,2021-02-01,2994738553,75.75674366417601,81.52035942696327,81.52035942696327,81.52035942696327,75.75674366417601,63.64319202729841,45.22724615166245,489.003632255165,9.7800726451033,9.161042246080838
Unknown income group,2021-02-01,258910,-37.31552163439614,-10.930991202771972,-31.493464663177633,-37.31552163439614,-43.211760591191556,-43.211760591191556,-43.211760591191556,0,0,1.5464833339770574
Upper middle income,2021-02-01,2928412447,82.19290978559484,82.19290978559484,82.19290978559484,82.19290978559484,76.05984968970006,71.60853708954618,66.99118067247073,3071.38980198419,56.87758892563315,31.253327991335368
High income,2021-02-08,1241193758,114.68905597461435,117.89251659734532,117.89251659734532,117.89251659734532,114.68905597461435,113.45163139982967,112.29210784752145,8467.665035909595,109.96967579103372,92.86781403552628
Low income,2021-02-08,704080579,49.772014913185544,49.772014913185544,49.772014913185544,49.772014913185544,32.64437911140085,16.011955379611322,7.079649360024291,43.693353746255575,1.5066673705605373,1.8051053216168884
Lower middle income,2021-02-08,2994738553,77.03741092325234,82.89742089079843,82.89742089079843,82.89742089079843,77.03741092325234,64.97799327741664,45.884171712411266,497.5392105070704,9.950784210141407,9.320521777114212
Unknown income group,2021-02-08,258910,-37.52815953765173,-11.068508634274329,-31.38226844367676,-37.52815953765173,-43.49931761646617,-43.49931761646617,-43.49931761646617,0,0,1.5464833339770574
Upper middle income,2021-02-08,2928412447,83.86785417114952,83.86785417114952,83.86785417114952,83.86785417114952,77.66957965460988,73.19366373739489,68.56740750431173,3144.3588189090665,58.22886701683456,32.38260935448073
High income,2021-02-15,1241193758,116.02745955914463,119.21067888746266,119.21067888746266,119.21067888746266,116.02745955914463,114.77541905960511,113.62860500234407,8567.323405017381,111.26394032490106,96.34583837473664
Low income,2021-02-15,704080579,51.099893399664786,51.099893399664786,51.099893399664786,51.099893399664786,33.701386286856255,17.19293755339033,7.251065547891034,44.39274596530949,1.5307843436313617,1.8576569770716542
Lower middle income,2021-02-15,2994738553,78.46751370147443,84.1523804988847,84.1523804988847,84.1523804988847,78.46751370147443,66.31738916072354,46.72532350756763,506.17166747052096,10.12343334941042,9.461435547225213
Unknown income group,2021-02-15,258910,-37.796650899432336,-11.016756692338394,-31.12041767698699,-37.796650899432336,-43.72220328886773,-43.72220328886773,-43.72220328886773,0,0,1.5464833339770574
Upper middle income,2021-02-15,2928412447,85.50396274579897,85.50396274579897,85.50396274579897,85.50396274579897,79.23057767278382,74.87181467512782,70.30719180521675,3215.6349800324733,59.548795926527276,33.51284614998087
High income,2021-02-22,1241193758,116.81430919113652,119.96983468300232,119.96983468300232,119.96983468300232,116.81430919113652,115.54409732707191,114.40759717806755,8623.763456017363,111.99692800022548,99.20357285586671
Low income,2021-02-22,704080579,52.24265226913479,52.24265226913479,52.24265226913479,52.24265226913479,34.704936529009714,18.300183435138006,7.508693249324902,45.09213818436341,1.5549013167021863,1.9083614007765437
Lower middle income,2021-02-22,2994738553,79.87476312721056,85.66891906956982,85.66891906956982,85.66891906956982,79.87476312721056,67.84392768182981,47.38623505168304,514.8041244339715,10.29608248867943,9.605454596757246
Unknown income group,2021-02-22,258910,-38.486512551018244,-11.22528094857322,-30.968360020649122,-38.486512551018244,-44.462655776120634,-44.462655776120634,-44.462655776120634,0,0,1.5464833339770574
Upper middle income,2021-02-22,2928412447,87.12163576848562,87.12163576848562,87.12163576848562,87.12163576848562,80.70942679290684,76.50662931365991,71.76287051457236,3281.7697854648727,60.77351454564578,34.51919442002016
High income,2021-03-01,1241193758,117.08423255443671,120.21970445046566,120.21970445046566,120.21970445046566,117.08423255443671,115.80310035436027,114.67221129807216,8640.687498534387,112.21672076018683,101.87044189115235
Low income,2021-03-01,704080579,53.48935549068562,53.48935549068562,53.48935549068562,53.48935549068562,35.53402614460607,19.05505221435782,7.530765388156526,45.79153040341732,1.579018289773011,1.9555145264133185
Lower middle income,2021-03-01,2994738553,81.45856172767112,87.31057389286366,87.31057389286366,87.31057389286366,81.45856172767112,69.56217308391446,48.186592751511995,530.787791855435,10.615755837108699,9.762262909633034
Unknown income group,2021-03-01,258910,-39.879792800441216,-11.028397164695042,-31.489760872967036,-39.879792800441216,-45.52519208831045,-45.52519208831045,-45.52519208831045,0,0,1.5464833339770574
Upper middle income,2021-03-01,2928412447,89.08553994964306,89.08553994964306,89.08553994964306,89.08553994964306,82.60907264117476,78.32367563057385,73.57395632746287,3370.82969068726,62.42277204976408,35.544153183282795
High income,2021-03-08,1241193758,117.50850276787958,120.62494765215028,120.62494765215028,120.62494765215028,117.50850276787958,116.24708277742039,115.07929395394174,8668.505023228354,112.57798731465394,104.22470848423328
Low income,2021-03-08,704080579,55.02796620133217,55.02796620133217,55.02796620133217,55.02796620133217,36.65760867783614,20.114080605499943,7.739493643661554,46.490922622471224,1.6031352628438356,2.003947193095352
Lower middle income,2021-03-08,2994738553,83.00293828670665,88.85947487593661,88.85947487593661,88.85947487593661,83.00293828670665,71.18675318201166,48.870636964994304,546.7714592768984,10.93542918553797,9.901707603254675
Unknown income group,2021-03-08,258910,-41.200450369184104,-10.735275001781657,-32.27209936865449,-41.200450369184104,-46.32614966406456,-46.32614966406456,-46.32614966406456,0,0,1.5464833339770574
Upper middle income,2021-03-08,2928412447,91.14260059373147,91.14260059373147,91.14260059373147,91.14260059373147,84.55267880505879,80.58097385299956,75.58460982571688,3458.782201039836,64.05152224147845,36.58779032638089
High income,2021-03-15,1241193758,118.19487437985555,121.28165928948755,121.28165928948755,121.28165928948755,118.19487437985555,116.96000626541539,115.74096064862562,8716.569207912371,113.20219750535549,106.28280794173959
Low income,2021-03-15,704080579,56.8674982061979,56.8674982061979,56.8674982061979,56.8674982061979,37.81015771312046,21.35490943470435,8.028599441419063,47.19031484152514,1.6272522359146602,2.0672929255729406
Lower middle income,2021-03-15,2994738553,84.70220332010072,90.91421954046831,90.91421954046831,90.91421954046831,84.70220332010072,72.62156790224088,49.66952754073409,562.7551266983619,11.25510253396724,10.052305591031672
Unknown income group,2021-03-15,258910,-42.28200310363601,-10.192705590953876,-33.17971883437864,-42.28200310363601,-47.632094113740635,-47.632094113740635,-47.632094113740635,0,0,1.5464833339770574
Upper middle income,2021-03-15,2928412447,93.19642067135315,93.19642067135315,93.19642067135315,93.19642067135315,86.54066499616877,82.87039723273284,77.71806736282858,3547.1727111698383,65.68838354018219,37.68968493938382
High income,2021-03-22,1241193758,119.35695088077125,122.40527547226695,122.40527547226695,122.40527547226695,119.35695088077125,118.14918344480853,116.87464372579979,8801.30963488861,114.30272253102092,108.24406699924766
Low income,2021-03-22,704080579,58.757067976010696,58.757067976010696,58.757067976010696,58.757067976010696,39.086536469159626,22.69716156819102,8.64160080082575,47.605886220446216,1.6415822834636629,2.1358970050500425
Lower middle income,2021-03-22,2994738553,86.45459392299045,93.21923604427597,93.21923604427597,93.21923604427597,86.45459392299045,73.98060690371392,50.344436629137384,578.7387941198253,11.574775882396507,10.222404546578126
Unknown income group,2021-03-22,258910,-42.61632608764033,-9.424575624816562,-33.50457747755282,-42.61632608764033,-48.456294406865084,-48.456294406865084,-48.456294406865084,0,0,1.9331041674713216
Upper middle income,2021-03-22,2928412447,95.32031750746313,95.32031750746313,95.32031750746313,95.32031750746313,88.56215987129487,85.19852722221381,79.7319384099111,3633.2500061627657,67.28240752153269,38.98793153845654
High income,2021-03-29,1241193758,120.59489140109281,123.58830874797404,123.58830874797404,123.58830874797404,120.59489140109281,119.39725844177364,118.06887449102017,8890.40642763381,115.45982373550405,110.32689950089164
Low income,2021-03-29,704080579,60.93473793067375,60.93473793067375,60.93473793067375,60.93473793067375,40.56827658220121,24.292132443893088,9.254978832134015,48.021457599367295,1.6559123310126653,2.2182757863003064
Lower middle income,2021-03-29,2994738553,88.7687713753447,95.9920049540321,95.9920049540321,95.9920049540321,88.7687713753447,75.66620746084793,51.686027735260126,594.7224615412888,11.894449230825776,10.440319896599666
Unknown income group,2021-03-29,258910,-43.01906483190824,-8.956085822382214,-33.00746461769343,-43.01906483190824,-49.29182086257531,-49.29182086257531,-49.29182086257531,0,0,3.092966667954115
Upper middle income,2021-03-29,2928412447,97.72948398723122,97.72948398723122,97.72948398723122,97.72948398723122,90.78232995535075,87.84320699195068,81.96806537074146,3725.2266709721603,68.98567909207704,40.33780996970336
High income,2021-04-05,1241193758,122.23016221543996,125.17193922238981,125.17193922238981,125.17193922238981,122.23016221543996,121.04065627417904,119.68665421776745,9009.639422738212,117.00830419140533,112.19018795613376
Low income,2021-04-05,704080579,63.47424453281482,63.47424453281482,63.47424453281482,63.47424453281482,42.29572076844855,26.15767472848474,9.57250691541945,48.437028978288375,1.670242378561668,2.3077551752780274
Lower middle income,2021-04-05,2994738553,92.41331259153658,100.12603520308556,100.12603520308556,100.12603520308556,92.41331259153658,78.57809285674945,53.70250087648976,620.1571965077749,12.403143930155496,10.735370995172145
Unknown income group,2021-04-05,258910,-43.82122756735434,-8.721800986484284,-32.450823684068865,-43.82122756735434,-50.39357178469921,-50.39357178469921,-50.39357178469921,0,0,3.092966667954115
Upper middle income,2021-04-05,2928412447,100.12576435603383,100.12576435603383,100.12576435603383,100.12576435603383,93.05448076744428,90.26151011213341,84.21545017387832,3812.436042565891,70.6006674549239,41.70274751601614
High income,2021-04-12,1241193758,123.73889075798606,126.62596291281986,126.62596291281986,126.62596291281986,123.73889075798606,122.55053140227983,121.18159840550717,9118.760006368497,118.4254546281623,114.35592620825926
Low income,2021-04-12,704080579,66.27223602097585,66.27223602097585,66.27223602097585,66.27223602097585,44.49220235484434,28.183441532053447,10.008039570480125,48.852600357209454,1.6845724261106707,2.388002382323913
Lower middle income,2021-04-12,2994738553,96.90535495867616,104.7170016495644,104.7170016495644,104.7170016495644,96.90535495867616,81.80417881100844,56.26521563830045,645.5919314742608,12.911838629485217,11.168898622717265
Unknown income group,2021-04-12,258910,-44.43509566761335,-8.387621722196666,-32.347120699837305,-44.43509566761335,-50.88006732555679,-50.88006732555679,-50.88006732555679,0,0,3.4795875014483797
Upper middle income,2021-04-12,2928412447,102.59514084271946,102.59514084271946,102.59514084271946,102.59514084271946,95.33035429219261,92.73714449550157,86.53591403359827,3902.3245039879807,72.26526859237002,43.346129412213905
High income,2021-04-19,1241193758,125.48729114622589,128.31430949802706,128.31430949802706,128.31430949802706,125.48729114622589,124.31160387885816,122.89859075990428,9245.973199517046,120.07757401970188,116.29696400712966
Low income,2021-04-19,704080579,68.95286886353658,68.95286886353658,68.95286886353658,68.95286886353658,46.287524017663245,30.33367254260336,10.425767710733268,49.26817173613053,1.6989024736596736,2.4912594556879544
Lower middle income,2021-04-19,2994738553,102.24091397310436,110.36469647271194,110.36469647271194,110.36469647271194,102.24091397310436,85.70616165173674,59.898533155801786,671.0266664407468,13.420533328814935,11.721702171575176
Unknown income group,2021-04-19,258910,-45.29571052189513,-8.316010867004955,-33.292438454922774,-45.29571052189513,-51.589086648184534,-51.589086648184534,-51.589086648184534,0,0,3.4795875014483797
Upper middle income,2021-04-19,2928412447,105.11271699228604,105.11271699228604,105.11271699228604,105.11271699228604,97.73607554170393,95.26432911141103,88.90470011046753,3993.6014132716987,73.95558172725369,44.92346886954752
High income,2021-04-26,1241193758,127.09611775255637,129.86583269112322,129.86583269112322,129.86583269112322,127.09611775255637,125.9256760707651,124.46953504715394,9362.276805090953,121.58801045572667,118.12584840601494
Low income,2021-04-26,704080579,71.60966494200481,71.60966494200481,71.60966494200481,71.60966494200481,47.778109841695844,33.08046688805996,10.747007936763689,49.68374311505161,1.7132325212086765,2.5786102530744563
Lower middle income,2021-04-26,2994738553,110.15117487425971,117.79164764522136,117.79164764522136,117.79164764522136,110.15117487425971,96.22189220861469,69.20498246497468,696.4614014072329,13.929228028144657,12.538167668221153
Unknown income group,2021-04-26,258910,-43.33326761973957,-6.227514817477948,-31.325336275901073,-43.33326761973957,-49.98223883865324,-49.98223883865324,-49.98223883865324,0,0,3.4795875014483797
Upper middle income,2021-04-26,2928412447,107.57204867113501,107.57204867113501,107.57204867113501,107.57204867113501,100.08753377506902,97.67663205259079,91.19587361396896,4081.6532604540466,75.58617148988976,46.490495776806135
High income,2021-05-03,1241193758,128.4608156485532,131.1804052782651,131.1804052782651,131.1804052782651,128.4608156485532,127.26830659834019,125.81780698775296,9460.17861849226,122.85946257782155,119.76733241031978
Low income,2021-05-03,704080579,74.1372369559222,74.1372369559222,74.1372369559222,74.1372369559222,49.58464957844297,36.0915679307253,11.35377120005308,50.0993144939727,1.7275625687576792,2.6477800348474037
Lower middle income,2021-05-03,2994738553,120.48355006883307,135.8940851758457,135.8940851758457,135.8940851758457,120.48355006883307,110.71354917203678,81.5483441524125,719.1338965737807,14.382677931475614,13.586038774317005
Unknown income group,2021-05-03,258910,-40.91510942702029,-3.7972881305346444,-28.791804413465144,-40.91510942702029,-47.27536117813905,-47.27536117813905,-47.27536117813905,0,0,9.273492719477812
Upper middle income,2021-05-03,2928412447,109.63208985112078,109.63208985112078,109.63208985112078,109.63208985112078,101.93910450813401,99.73964500111934,92.78504392882296,4151.873411306403,76.88654465382228,47.987075025569304
High income,2021-05-10,1241193758,129.85968273965966,132.66606050879906,132.66606050879906,132.66606050879906,129.85968273965966,128.62064180940467,127.08835633186821,9554.008754149922,124.07803576818078,121.22641056659262
Low income,2021-05-10,704080579,76.7123945412331,76.7123945412331,76.7123945412331,76.7123945412331,51.451961294705235,39.351576827114265,11.960011018510992,50.51488587289377,1.741892616306682,2.7231964027799154
Lower middle income,2021-05-10,2994738553,132.00833822842753,154.1397052080658,154.1397052080658,154.1397052080658,132.00833822842753,123.62117644794944,93.87111325685483,741.8063917403286,14.836127834806573,14.733351048558127
Unknown income group,2021-05-10,258910,-41.34017238790675,-2.8663204752058085,-28.92183000921451,-41.34017238790675,-45.99989380217125,-45.99989380217125,-45.99989380217125,0,0,9.660113552972074
Upper middle income,2021-05-10,2928412447,111.58868761115257,111.58868761115257,111.58868761115257,111.58868761115257,103.58690043740359,101.69950411278421,94.77670781346546,4219.534873403125,78.13953469265046,49.348666287785385
High income,2021-05-17,1241193758,131.02596537280564,133.90421888289686,133.90421888289686,133.90421888289686,131.02596537280564,129.76194215775493,128.14807352852748,9631.075920395355,125.07890805708254,122.45135750996904
Low income,2021-05-17,704080579,79.15065560516071,79.15065560516071,79.15065560516071,79.15065560516071,53.08251420356857,42.15307012935192,12.627059005208503,50.93045725181484,1.7562226638556846,2.7669423899845986
Lower middle income,2021-05-17,2994738553,143.61121122883708,172.70053798524182,172.70053798524182,172.70053798524182,143.61121122883708,138.88393365906725,105.47639487646673,764.4788869068766,15.289577738137531,15.921668671956352
Unknown income group,2021-05-17,258910,-42.00072567119534,-1.8351615693948522,-28.881796961879488,-42.00072567119534,-45.15306834246172,-45.15306834246172,-45.15306834246172,0,0,9.660113552972074
Upper middle income,2021-05-17,2928412447,113.45962168814188,113.45962168814188,113.45962168814188,113.45962168814188,105.24633991622579,103.90405445951615,96.21467740380844,4285.074921213971,79.3532392817402,50.63058950315956
High income,2021-05-24,1241193758,131.94615076261857,135.00129292706458,135.00129292706458,135.00129292706458,131.94615076261857,130.6221378025902,128.9339038794132,9686.768406959232,125.80218710336665,123.51412550368305
Low income,2021-05-24,704080579,82.18641276128449,82.18641276128449,82.18641276128449,82.18641276128449,55.06382100604107,45.2633497747132,13.272168421334332,51.34602863073593,1.770552711404687,2.8311421440300797
Lower middle income,2021-05-24,2994738553,155.61444294768611,191.9283010816547,191.9283010816547,191.9283010816547,155.61444294768611,150.9673502297822,111.08519646787997,787.1513820734245,15.743027641468492,17.087280006041983
Unknown income group,2021-05-24,258910,-42.65026832101448,-1.0789089412784265,-30.063015939776257,-42.65026832101448,-44.27345916369075,-44.27345916369075,-44.27345916369075,0,0,9.660113552972074
Upper middle income,2021-05-24,2928412447,115.42171750774588,115.42171750774588,115.42171750774588,115.42171750774588,107.11591461639999,106.19655593467672,97.7157107604931,4348.851442896365,80.53428597956233,51.83906036033865
High income,2021-05-31,1241193758,133.00332415534388,136.2424605336844,136.2424605336844,136.2424605336844,133.00332415534388,131.6319301549614,129.85255500655657,9752.905327292166,126.66110814665151,124.5041403922368
Low income,2021-05-31,704080579,85.30140107221987,85.30140107221987,85.30140107221987,85.30140107221987,57.238457049515596,48.338641687901635,13.844335035529658,51.761600009657016,1.7848827589536902,2.8834094570303432
Lower middle income,2021-05-31,2994738553,165.12277512270663,211.21749999993997,211.21749999993997,211.21749999993997,165.12277512270663,163.4209689763899,115.26038611237233,809.8238772399725,16.19647754479945,18.105199716243806
Unknown income group,2021-05-31,258910,-43.050086011033855,-0.43616866266966703,-31.033647040011104,-43.050086011033855,-44.328347153976296,-44.328347153976296,-44.328347153976296,0,0,9.660113552972074
Upper middle income,2021-05-31,2928412447,117.359343187981,117.359343187981,117.359343187981,117.359343187981,109.11589559618356,108.18839959229935,99.51363491019598,4412.314594786557,81.70952953308439,53.054974841117385
High income,2021-06-07,1241193758,133.97971596147735,137.4111768000475,137.4111768000475,137.4111768000475,133.97971596147735,132.55444230430663,130.69294292924556,9813.161414726148,127.44365473670324,125.32464298777113
Low income,2021-06-07,704080579,87.96830637931474,87.96830637931474,87.96830637931474,87.96830637931474,59.221796567725995,51.15786439586874,14.424666342077783,52.1771713885781,1.7992128065026927,2.9554196807351505
Lower middle income,2021-06-07,2994738553,172.6978886652393,225.85505544702505,225.85505544702505,225.85505544702505,172.6978886652393,172.6978886652393,118.88073700636323,826.3561099696742,16.527122199393485,18.93251814693555
Unknown income group,2021-06-07,258910,-43.64579258933006,-0.6321090661125471,-31.212979607454525,-43.64579258933006,-44.21664194371367,-44.21664194371367,-44.21664194371367,0,0,9.660113552972074
Upper middle income,2021-06-07,2928412447,119.491293305198,119.491293305198,119.491293305198,119.491293305198,111.37347827682598,110.29442379244759,101.47477228742345,4484.248849683187,83.04164536450347,54.18087406456103
High income,2021-06-14,1241193758,135.19601118818994,138.8260675672203,138.8260675672203,138.8260675672203,135.19601118818994,133.71903146116765,131.7823080417289,9892.226639613107,128.47047583913127,126.01793015140187
Low income,2021-06-14,704080579,90.64620735721873,90.64620735721873,90.64620735721873,90.64620735721873,61.33586757102726,53.891120429169334,14.991177305243399,52.592742767499175,1.8135428540516958,3.057256036031069
Lower middle income,2021-06-14,2994738553,177.64678813340663,230.42500319973905,230.42500319973905,230.42500319973905,177.64678813340663,177.64678813340663,122.14361323137805,842.8883426993759,16.857766853987517,19.722270760775825
Unknown income group,2021-06-14,258910,-44.26105241951443,-0.48693963022341913,-31.37186786414351,-44.156258499711846,-44.26105241951443,-44.26105241951443,-44.26105241951443,0,0,9.660113552972074
Upper middle income,2021-06-14,2928412447,121.60704135345154,121.60704135345154,121.60704135345154,121.60704135345154,113.62760434132008,112.29759602768225,103.31067306776986,4553.917009854396,84.33179647878511,55.38418697344104
High income,2021-06-21,1241193758,136.21854970958114,140.04546516476466,140.04546516476466,140.04546516476466,136.21854970958114,134.69196769673334,132.67308993241363,9956.339136225066,129.3031056652606,126.59286133793141
Low income,2021-06-21,704080579,93.17463812805518,93.17463812805518,93.17463812805518,93.17463812805518,64.01013041191283,56.681405717409326,16.180220943696725,52.91256370188471,1.8245711621339553,3.2043992794182725
Lower middle income,2021-06-21,2994738553,181.63802569162422,234.97143584017573,234.97143584017573,234.97143584017573,181.63802569162422,181.63802569162422,124.8259102784368,859.4205754290776,17.188411508581556,20.299116675511673
Unknown income group,2021-06-21,258910,-44.65087729293322,-0.3477342559885259,-31.21194862349592,-44.12392430905889,-44.65087729293322,-44.65087729293322,-44.65087729293322,0,0,9.660113552972074
Upper middle income,2021-06-21,2928412447,123.86752267635846,123.86752267635846,123.86752267635846,123.86752267635846,116.08106325742823,114.48967556066552,105.33435892370906,4626.338314996104,85.67293175918711,56.60577142055837
High income,2021-06-28,1241193758,137.26447460208485,141.28156599594791,141.28156599594791,141.28156599594791,137.26447460208485,135.68997189568222,133.59695209505946,10021.821100729565,130.15352078869563,127.12484991404541
Low income,2021-06-28,704080579,95.54430011919517,95.54430011919517,95.54430011919517,95.54430011919517,66.6000785247228,59.512173336378495,17.15456578285749,53.23238463627023,1.8355994702162153,3.3569400584190805
Lower middle income,2021-06-28,2994738553,185.58872494512786,239.18227788697448,239.18227788697448,239.18227788697448,185.58872494512786,185.58872494512786,127.07459844397464,875.9528081587794,17.519056163175588,20.74823848571198
Unknown income group,2021-06-28,258910,-44.88885075584439,0.5267796646304463,-31.332594476917315,-43.824227357865176,-44.88885075584439,-44.88885075584439,-44.88885075584439,0,0,9.660113552972074
Upper middle income,2021-06-28,2928412447,126.51395153676737,126.51395153676737,126.51395153676737,126.51395153676737,118.76359896273284,116.93336561087054,107.61664400165708,4701.709434126223,87.06869322455968,57.81028071145881
High income,2021-07-05,1241193758,138.042536028281,142.2511746211176,142.2511746211176,142.2511746211176,138.042536028281,136.4241248440255,134.22985022142768,10065.812650343825,130.7248396148549,127.57062898474551
Low income,2021-07-05,704080579,97.69184984032563,97.69184984032563,97.69184984032563,97.69184984032563,68.99783740182075,62.459597372741634,18.129645776724438,53.552205570655765,1.846627778298475,3.6229623086933636
Lower middle income,2021-07-05,2994738553,189.199558142927,243.2532563415645,243.2532563415645,243.2532563415645,189.199558142927,189.199558142927,129.3355518592262,888.3074709296228,17.766149418592455,21.120525374957495
Unknown income group,2021-07-05,258910,-44.91593775083419,1.3649144249083491,-30.475946215774506,-43.574713600872784,-44.91593775083419,-44.91593775083419,-44.91593775083419,0,0,9.660113552972074
Upper middle income,2021-07-05,2928412447,129.59556477029525,129.59556477029525,129.59556477029525,129.59556477029525,121.65165802270326,119.98846465459948,110.36378721742264,4789.4279090895325,88.69310942758395,59.05993459943793
High income,2021-07-12,1241193758,139.03816494193208,143.427988873922,143.427988873922,143.427988873922,139.03816494193208,137.3982185144127,135.0900155423648,10127.057758366653,131.52023062813836,127.94728524569328
Low income,2021-07-12,704080579,99.74312545774336,99.74312545774336,99.74312545774336,99.74312545774336,71.4871114533062,65.30634456511582,19.107346582785777,53.872026505041305,1.8576560863807345,3.767119956308296
Lower middle income,2021-07-12,2994738553,192.73687131049638,247.63231614474194,247.63231614474194,247.63231614474194,192.73687131049638,192.73687131049638,131.83047329961119,900.6621337004663,18.013242674009323,21.586108321623495
Unknown income group,2021-07-12,258910,-44.93701366525072,2.5152759240269558,-29.634249499955782,-43.15470011900129,-44.93701366525072,-44.93701366525072,-44.93701366525072,0,0,9.660113552972074
Upper middle income,2021-07-12,2928412447,132.91713942750476,132.91713942750476,132.91713942750476,132.91713942750476,124.77807287947839,123.39579301545852,113.26309443182754,4883.71954010527,90.43925074269018,60.32201747433701
High income,2021-07-19,1241193758,140.23327896696782,144.7511561702521,144.7511561702521,144.7511561702521,140.23327896696782,138.48739604053446,136.11036159231995,10198.27035931334,132.44506960147191,128.2830923646975
Low income,2021-07-19,704080579,101.85516383388718,101.85516383388718,101.85516383388718,101.85516383388718,74.04584006622814,68.13170450083949,20.09652510259917,54.19184743942684,1.8686843944629943,3.9338629449684053
Lower middle income,2021-07-19,2994738553,196.1699911911943,253.55376517842762,253.55376517842762,253.55376517842762,196.1699911911943,196.1699911911943,134.43763860043023,913.0167964713096,18.260335929426194,21.972452998971356
Unknown income group,2021-07-19,258910,-45.16618124589842,3.7021939407158806,-28.279280437250964,-42.9020180689407,-45.16618124589842,-45.16618124589842,-45.16618124589842,0,0,9.660113552972074
Upper middle income,2021-07-19,2928412447,136.43329679889123,136.43329679889123,136.43329679889123,136.43329679889123,128.08345125381882,127.04194841974129,116.4185513298418,4978.1055102911205,92.18713907946518,61.64194787005698
High income,2021-07-26,1241193758,141.5861295246304,146.11753445538403,146.11753445538403,146.11753445538403,141.5861295246304,139.77061126323045,137.30263793388542,10283.51698185232,133.5521685954847,128.66216468678053
Low income,2021-07-26,704080579,104.04716676709914,104.04716676709914,104.04716676709914,104.04716676709914,76.59320271825221,70.92539292998407,21.13734162538183,54.51166837381238,1.8797127025452542,4.074757613787271
Lower middle income,2021-07-26,2994738553,199.942225313019,258.5427986523808,258.5427986523808,258.5427986523808,199.942225313019,199.942225313019,137.2561334907663,925.371459242153,18.507429184843062,22.483015164228927
Unknown income group,2021-07-26,258910,-45.33492894806683,5.0495088621379685,-27.167231416816964,-42.597375030073536,-45.33492894806683,-45.33492894806683,-45.33492894806683,0,0,9.660113552972074
Upper middle income,2021-07-26,2928412447,140.15953034263464,140.15953034263464,140.15953034263464,140.15953034263464,131.57817350849737,130.88111767768117,119.89423016129432,5077.814218404809,94.0335966371261,63.02570100365374
