World_Bank_income_group,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Lower middle income,2021-02-01,2994738553,2113568.6912467275,2409640.779341384,2409640.779341384,2113568.6912467275,1598206.4019409365,934590.4801587058,934590.4801587058,14641695.220070608,292833.9044014122,274349.26399999997
Unknown income group,2021-02-01,258910,-93.46112539274957,86.23478022758776,86.23478022758776,-8.263010532541177,-93.46112539274957,-148.86606336113562,-148.86606336113562,0,0,4.004
Upper middle income,2021-02-01,2928412447,2433347.1402955763,3025117.6083200863,3025117.6083200863,2458429.9276395426,2033804.6532419072,1844348.6514174237,1844348.6514174237,89923275.13398899,1665245.8358146108,915226.347
High income,2021-02-08,1241193758,1464393.1785527773,1478907.3609733337,1478907.3609733337,1464940.5812066945,1431641.780952093,1422628.2181331536,1422628.2181331536,108294984.79741913,1406428.3739924561,1152632.4949999999
Low income,2021-02-08,704080579,350509.51471552916,391906.34248768224,391906.34248768224,350509.51471552916,137081.39098733885,-21151.272421394668,-21151.272421394668,307636.41804115445,10608.152346246707,12709.396
Lower middle income,2021-02-08,2994738553,2151335.5747866356,2460750.235420723,2460750.235420723,2151335.5747866356,1630344.9396217808,937027.8334107093,937027.8334107093,14896750.972701902,297935.01945403806,279125.259
Unknown income group,2021-02-08,258910,-93.79433991889225,88.4411214597788,88.4411214597788,-8.830718229137313,-93.79433991889225,-149.44078564214956,-149.44078564214956,0,0,4.004
Upper middle income,2021-02-08,2928412447,2481649.3253192413,3096569.647823268,3096569.647823268,2522984.000271532,2079024.1323213878,1887126.9902056993,1887126.9902056993,92059820.00979389,1704811.48166285,948296.363
High income,2021-02-15,1241193758,1482074.977358313,1496711.9294004603,1496711.9294004603,1482620.1547236582,1449361.3468766955,1439954.6022787008,1439954.6022787008,109612937.4334419,1423544.641992752,1195786.515
Low income,2021-02-15,704080579,360096.14999956195,404497.30768062326,404497.30768062326,360096.14999956195,140470.01617215393,-17760.94240031951,-17760.94240031951,312560.7028265502,10777.955269881042,13079.402
Lower middle income,2021-02-15,2994738553,2192351.702708857,2518777.172244641,2518777.172244641,2192351.702708857,1662748.2876534485,938722.6661178651,938722.6661178651,15154707.98945749,303094.15978914977,283345.258
Unknown income group,2021-02-15,258910,-94.28847129490129,90.94009093525322,90.94009093525322,-6.966199593971065,-94.28847129490129,-150.52185065174098,-150.52185065174098,0,0,4.004
Upper middle income,2021-02-15,2928412447,2528503.832011685,3169187.163976064,3169187.163976064,2586517.274376355,2124863.0388546926,1925990.425274951,1925990.425274951,94146737.0855988,1743458.0941777555,981394.358
High income,2021-02-22,1241193758,1492837.543249482,1507496.8610147368,1507496.8610147368,1493262.3486266225,1460103.548632451,1450339.4578534658,1450339.4578534658,110391066.16946469,1433650.2099930479,1231284.537
Low income,2021-02-22,704080579,368276.31239016925,416805.1230650979,416805.1230650979,368276.31239016925,143607.28553730767,-16050.15568743563,-16050.15568743563,317484.98761194595,10947.758193515378,13436.402
Lower middle income,2021-02-22,2994738553,2234030.978197033,2575017.7051874595,2575017.7051874595,2234030.978197033,1695221.206618692,940786.6991351189,940786.6991351189,15412665.006213076,308253.3001242615,287658.252
Unknown income group,2021-02-22,258910,-95.78929402975014,93.16396320400695,93.16396320400695,-7.103516360726625,-95.78929402975014,-152.27396278504466,-152.27396278504466,0,0,4.004
Upper middle income,2021-02-22,2928412447,2575368.7728888723,3239992.364331007,3239992.364331007,2643614.24307409,2170865.773395096,1964444.6054343448,1964444.6054343448,96083094.06140369,1779316.556692661,1010864.3859999999
High income,2021-03-01,1241193758,1497378.356463249,1512076.9711127183,1512076.9711127183,1498074.8303397847,1464582.6484954113,1454560.6591309847,1454560.6591309847,110692341.5205125,1437562.8768897727,1264374.552
Low income,2021-03-01,704080579,376859.78102112183,428806.1851044614,428806.1851044614,376859.78102112183,147683.64352485334,-13026.321683149683,-13026.321683149683,322409.2723973417,11117.561117149713,13768.398
Lower middle income,2021-03-01,2994738553,2280866.368952145,2636268.7100987756,2636268.7100987756,2280866.368952145,1730056.7345025935,952675.8604244733,952675.8604244733,15890611.476021783,317812.2295204357,292354.251
Unknown income group,2021-03-01,258910,-99.27310245967519,93.84929411711427,93.84929411711427,-9.530834376110295,-99.27310245967519,-154.43977348382703,-154.43977348382703,0,0,4.004
Upper middle income,2021-03-01,2928412447,2632141.9001083095,3319661.2530808942,3319661.2530808942,2700814.8250703826,2225063.5082133776,2014692.7613234667,2014692.7613234667,98686947.40490861,1827536.0630538631,1040879.406
High income,2021-03-08,1241193758,1504079.4946522561,1518649.48633761,1518649.48633761,1504960.423631397,1471076.1637671916,1460795.6884390374,1460795.6884390374,111143900.38454275,1443427.2777213342,1293601.568
Low income,2021-03-08,704080579,387747.2182989276,442144.68287406705,442144.68287406705,387747.2182989276,151614.72612582595,-10369.539287625004,-10369.539287625004,327333.5571827374,11287.364040784048,14109.403
Lower middle income,2021-03-08,2994738553,2326818.5874368884,2693047.6434562714,2693047.6434562714,2326818.5874368884,1763392.340865113,961603.2438830622,961603.2438830622,16368557.945830489,327371.15891660977,296530.255
Unknown income group,2021-03-08,258910,-102.51945507774342,96.2172642959647,96.2172642959647,-8.163896236023893,-102.51945507774342,-157.49957718881458,-157.49957718881458,0,0,4.004
Upper middle income,2021-03-08,2928412447,2690766.238696721,3400481.887442377,3400481.887442377,2758736.4200907615,2278770.8677567923,2065163.0945895351,2065163.0945895351,101261965.46841352,1875221.5827483984,1071441.406
High income,2021-03-15,1241193758,1513680.4127414555,1528225.519047894,1528225.519047894,1514584.156863571,1480509.4699053315,1470022.897514958,1470022.897514958,111820728.39523964,1452217.251886229,1319143.567
Low income,2021-03-15,704080579,400265.55900111457,458216.21599661646,458216.21599661646,400265.55900111457,156353.76183783743,-6589.106777464983,-6589.106777464983,332257.8419681331,11457.166964418384,14555.408
Lower middle income,2021-03-15,2994738553,2378578.734578547,2756465.333640437,2756465.333640437,2378578.734578547,1799017.1664394455,972751.6452601033,972751.6452601033,16846504.415639196,336930.0883127839,301040.271
Unknown income group,2021-03-15,258910,-104.88484511596367,99.60415064553212,99.60415064553212,-6.662941641981631,-104.88484511596367,-161.18119697200473,-161.18119697200473,0,0,4.004
Upper middle income,2021-03-15,2928412447,2749374.1145359376,3484150.287441387,3484150.287441387,2817010.7859362517,2334938.042407192,2116551.779694817,2116551.779694817,103849863.97191842,1923145.6291096006,1103709.425
High income,2021-03-22,1241193758,1529175.986383642,1543788.5931200471,1543788.5931200471,1530240.0317915394,1495645.527749194,1485256.4037150538,1485256.4037150538,112951799.16926993,1466906.4827177913,1343474.594
Low income,2021-03-22,704080579,413014.75472997344,476064.2237562991,476064.2237562991,413014.75472997344,163393.67743161824,-2523.6001659811755,-2523.6001659811755,335183.7993389989,11558.062046172377,15038.436
Lower middle income,2021-03-22,2994738553,2430444.2219614577,2833043.6687503518,2833043.6687503518,2430444.2219614577,1833653.4871124756,980838.1623025727,980838.1623025727,17324450.8854479,346489.017708958,306134.29
Unknown income group,2021-03-22,258910,-105.29188155148975,103.31489951563282,103.31489951563282,-4.15942169187199,-105.29188155148975,-163.04816358217565,-163.04816358217565,0,0,5.004999999999999
Upper middle income,2021-03-22,2928412447,2810383.8892117934,3567503.2530163066,3567503.2530163066,2876686.4456761195,2390756.7369121104,2169291.5323820026,2169291.5323820026,106370021.99542333,1969815.222137469,1141727.44
High income,2021-03-29,1241193758,1545652.3256164435,1560117.308355082,1560117.308355082,1546651.8342224844,1511708.6470988754,1501251.45398172,1501251.45398172,114146165.4833002,1482417.7335493532,1369315.584
Low income,2021-03-29,704080579,427516.625207502,494805.4208977242,494805.4208977242,427516.625207502,172299.25141679277,2117.9763946038183,2117.9763946038183,338109.75670986477,11658.957127926371,15618.449
Lower middle income,2021-03-29,2994738553,2501844.1734665073,2925308.8304098574,2925308.8304098574,2501844.1734665073,1894063.8877974232,1025459.8998162124,1025459.8998162124,17802397.355256606,356047.94710513216,312660.285
Unknown income group,2021-03-29,258910,-105.96701726665327,107.12528978930608,107.12528978930608,-1.2421288948732676,-105.96701726665327,-163.52881354883047,-163.52881354883047,0,0,8.008
Upper middle income,2021-03-29,2928412447,2880601.1415756214,3654504.1024532523,3654504.1024532523,2953901.392675368,2455027.6844953513,2229681.029489338,2229681.029489338,109062991.89892824,2019685.0351653378,1181257.448
High income,2021-04-05,1241193758,1567095.98266059,1581321.3735298887,1581321.3735298887,1567950.84242303,1532589.0462642368,1522204.017963858,1522204.017963858,115716505.45991108,1502811.7592196243,1392452.607
Low income,2021-04-05,704080579,444487.6704908979,514021.2998994362,514021.2998994362,444487.6704908979,183673.83496921876,7855.211036676707,7855.211036676707,341035.71408073057,11759.852209680364,16248.456
Lower middle income,2021-04-05,2994738553,2610776.188190146,3063630.8532349253,3063630.8532349253,2610776.188190146,1974720.0654975816,1110418.4723214929,1110418.4723214929,18563086.169151336,371261.7233830267,321496.294
Unknown income group,2021-04-05,258910,-107.46037358609449,109.95301907932809,109.95301907932809,1.4507982210557202,-107.46037358609449,-163.98974998498255,-163.98974998498255,0,0,8.008
Upper middle income,2021-04-05,2928412447,2949559.425536753,3744042.725701951,3744042.725701951,3028281.0299760946,2520895.3529041638,2288673.790838147,2288673.790838147,111616251.33645613,2066967.6173417803,1221228.449
High income,2021-04-12,1241193758,1587028.9485596116,1601059.6527862556,1601059.6527862556,1588376.3028561398,1551987.1971965253,1541570.122506197,1541570.122506197,117166510.34985532,1521642.9915565625,1419354.615
Low income,2021-04-12,704080579,463538.84688887524,536228.0705359172,536228.0705359172,463538.84688887524,196799.66203786354,16063.633809883564,16063.633809883564,343961.67145159637,11860.747291434358,16813.461
Lower middle income,2021-04-12,2994738553,2741517.318526597,3227820.9114038395,3227820.9114038395,2741517.318526597,2077209.0947941565,1201201.0682476345,1201201.0682476345,19323774.983046062,386475.4996609212,334479.31299999997
Unknown income group,2021-04-12,258910,-108.5951295433719,112.3746450260368,112.3746450260368,3.924563275014873,-108.5951295433719,-164.14248915820681,-164.14248915820681,0,0,9.009
Upper middle income,2021-04-12,2928412447,3020397.341362678,3835470.5036135796,3835470.5036135796,3097525.142017086,2590851.139008581,2351476.0901713045,2351476.0901713045,114247965.57398404,2115703.0661848895,1269353.449
High income,2021-04-19,1241193758,1610115.8962002108,1623787.4485279606,1623787.4485279606,1611863.8471000334,1574456.4428310362,1564181.3147873564,1564181.3147873564,118858034.97979954,1543610.8438935005,1443445.654
Low income,2021-04-19,704080579,481990.5269695961,556830.5104889177,556830.5104889177,481990.5269695961,208228.8385677665,23332.08085162133,23332.08085162133,346887.6288224622,11961.642373188353,17540.474
Lower middle income,2021-04-19,2994738553,2900154.085744274,3412305.1584520414,3412305.1584520414,2900154.085744274,2223527.8396956115,1332984.2805794913,1332984.2805794913,20084463.79694079,401689.2759388158,351034.334
Unknown income group,2021-04-19,258910,-110.31245493539792,114.8778950545563,114.8778950545563,5.97384711256653,-110.31245493539792,-165.58968744656642,-165.58968744656642,0,0,9.009
Upper middle income,2021-04-19,2928412447,3092853.3197768037,3929084.8662334336,3929084.8662334336,3174670.5154313925,2661509.7280505053,2416347.1379397963,2416347.1379397963,116920339.29151194,2165191.468361332,1315544.454
High income,2021-04-26,1241193758,1631156.8327177665,1644436.9222988437,1644436.9222988437,1633510.079936368,1594824.6011601016,1584844.0225825203,1584844.0225825203,120388550.55641045,1563487.669563772,1466153.654
Low income,2021-04-26,704080579,500012.16752344783,578030.0228171524,578030.0228171524,500012.16752344783,220224.85280544235,30270.187207835566,30270.187207835566,349813.586193328,12062.537454942347,18155.494
Lower middle income,2021-04-26,2994738553,3125558.463104497,3631775.2074799086,3631775.2074799086,3125558.463104497,2405475.7080349065,1488920.885572044,1488920.885572044,20845152.61083552,416903.05221671035,375485.341
Unknown income group,2021-04-26,258910,-104.59995394064765,121.5050889410441,121.5050889410441,14.96223319034078,-104.59995394064765,-162.4375694181376,-162.4375694181376,0,0,9.009
Upper middle income,2021-04-26,2928412447,3163626.892701708,4020459.3391995495,4020459.3391995495,3256404.599937276,2728587.764660172,2478591.598360782,2478591.598360782,119498269.88903983,2212930.923871108,1361433.465
High income,2021-05-03,1241193758,1649285.7317854133,1662206.6762902047,1662206.6762902047,1652410.0798138452,1612502.1747025514,1602662.7429248667,1602662.7429248667,121699719.4372149,1580515.8368469467,1486523.654
Low income,2021-05-03,704080579,517777.53588715085,600748.8748277833,600748.8748277833,517777.53588715085,230506.37326365247,37177.13161147085,37177.13161147085,352739.5435641939,12163.43253669634,18642.505
Lower middle income,2021-05-03,2994738553,3418526.431608725,3948457.6514450535,3948457.6514450535,3446447.823040117,2586667.1998913004,1667632.0700902082,1667632.0700902082,21522982.951611966,430459.6590322393,406866.341
Unknown income group,2021-05-03,258910,-98.89792088550558,129.85685983256403,129.85685983256403,27.867713409608072,-98.89792088550558,-157.23728549517676,-157.23728549517676,0,0,24.009999999999998
Upper middle income,2021-05-03,2928412447,3223565.5825203373,4098396.049140309,4098396.049140309,3319980.598759729,2784430.9177272106,2526760.3433833825,2526760.3433833825,121554107.13624515,2251001.98400454,1405259.4780000001
High income,2021-05-10,1241193758,1668061.5311184325,1681742.2379221825,1681742.2379221825,1671612.0845836767,1629657.2229823358,1620078.6368595317,1620078.6368595317,122970099.10801937,1597014.2741301216,1504636.644
Low income,2021-05-10,704080579,535444.5776540579,621803.7866200134,621803.7866200134,535444.5776540579,243256.13162697936,45516.64058840171,45516.64058840171,355665.5009350597,12264.327618450334,19173.497
Lower middle income,2021-05-10,2994738553,3746799.332891333,4534242.289527985,4534242.289527985,3886442.2729829643,2821909.643058518,1843433.5726194985,1843433.5726194985,22200813.292388413,444016.2658477682,441225.344
Unknown income group,2021-05-10,258910,-100.54669889334724,134.6182790385718,134.6182790385718,35.524670269311834,-100.54669889334724,-157.805384323613,-157.805384323613,0,0,25.010999999999996
Upper middle income,2021-05-10,2928412447,3280082.0859367223,4172615.931773759,4172615.931773759,3379161.7061098386,2838685.8689043536,2571025.20799679,2571025.20799679,123534961.42345047,2287684.470804638,1445132.486
High income,2021-05-17,1241193758,1683675.624664514,1698891.0522209133,1698891.0522209133,1687831.1076650668,1643925.9024132164,1634307.6447928997,1634307.6447928997,124013301.31549047,1610562.3547466295,1519832.608
Low income,2021-05-17,704080579,551831.1919624982,643565.6310905229,643565.6310905229,551831.1919624982,253535.21362347985,54130.187669346815,54130.187669346815,358591.4583059255,12365.222700204327,19481.504
Lower middle income,2021-05-17,2994738553,4068554.298718823,5176377.547736339,5176377.547736339,4179841.4056161395,3014974.0037773624,2002136.0412185753,2002136.0412185753,22878643.63316486,457572.87266329717,476812.35
Unknown income group,2021-05-17,258910,-102.51871224460591,136.81204399723694,136.81204399723694,40.54693166356416,-102.51871224460591,-156.6637278322124,-156.6637278322124,0,0,25.010999999999996
Upper middle income,2021-05-17,2928412447,3334560.0831001587,4249857.348419579,4249857.348419579,3440354.8709323183,2896087.0395451593,2616379.8041652837,2616379.8041652837,125453745.95065579,2323217.5176047366,1482672.485
High income,2021-05-24,1241193758,1696469.6482488692,1713039.7152683318,1713039.7152683318,1701153.9970484741,1655197.650832831,1645461.8505850434,1645461.8505850434,124806874.39962827,1620868.4986964709,1533016.618
Low income,2021-05-24,704080579,572379.5467959738,669252.7505879257,669252.7505879257,572379.5467959738,265340.68051740207,64048.6776039949,64048.6776039949,361517.41567679134,12466.11778195832,19933.522
Lower middle income,2021-05-24,2994738553,4404949.650785472,5804031.278162225,5804031.278162225,4465459.482953138,3185646.566633178,2165822.435885677,2165822.435885677,23556473.973941308,471129.4794788261,511719.36199999996
Unknown income group,2021-05-24,258910,-104.48066888878019,138.8057233411058,138.8057233411058,44.75525908944484,-104.48066888878019,-157.03423047440597,-157.03423047440597,0,0,25.010999999999996
Upper middle income,2021-05-24,2928412447,3390931.7166861934,4329124.799113296,4329124.799113296,3503024.1783889853,2954930.220588499,2672556.757472523,2672556.757472523,127320725.15920942,2357791.206652026,1518061.496
High income,2021-05-31,1241193758,1710664.1018686134,1728653.6129642949,1728653.6129642949,1716373.2734143673,1667946.3784104823,1658026.0472905827,1658026.0472905827,125717034.21043272,1632688.7559796458,1545318.621
Low income,2021-05-31,704080579,593029.8601194344,694622.0063360182,694622.0063360182,593029.8601194344,283477.02980664105,73872.36308184407,73872.36308184407,364443.37304765714,12567.012863712316,20301.525999999998
Lower middle income,2021-05-31,2994738553,4680617.006627483,6433658.246217546,6433658.246217546,4756839.075051055,3362690.5755495294,2291388.74163908,2291388.74163908,24234304.314717755,484686.08629435505,542203.396
Unknown income group,2021-05-31,258910,-105.76709626194021,140.43111119426717,140.43111119426717,49.30345633791173,-105.76709626194021,-156.81232295444786,-156.81232295444786,0,0,25.010999999999996
Upper middle income,2021-05-31,2928412447,3447465.018996684,4410206.74244397,4410206.74244397,3563646.975417093,3012246.591631128,2728179.557239203,2728179.557239203,129178689.60776305,2392197.9556993158,1553668.487
High income,2021-06-07,1241193758,1723817.5844864047,1743039.9448470697,1743039.9448470697,1730497.880882244,1679686.881909381,1669551.5565225019,1669551.5565225019,126550166.69037695,1643508.6583165838,1555503.649
Low income,2021-06-07,704080579,611495.5663272439,717064.7169883971,717064.7169883971,611495.5663272439,299218.24703342933,83496.02929888961,83496.02929888961,367369.330418523,12667.90794546631,20808.536
Lower middle income,2021-06-07,2994738553,4890764.036329929,7030622.732498283,7030622.732498283,4936974.331618079,3529192.7432549433,2408458.268496965,2408458.268496965,24727639.79527915,494552.79590558296,566979.42
Unknown income group,2021-06-07,258910,-107.41991731540462,141.3813514458232,141.3813514458232,48.79937999184361,-107.41991731540462,-156.96996824334437,-156.96996824334437,0,0,25.010999999999996
Upper middle income,2021-06-07,2928412447,3508437.4664598275,4496193.320403892,4496193.320403892,3637349.426437551,3070733.8858824098,2800571.003641241,2800571.003641241,131284744.02663927,2431198.963456283,1586639.46
High income,2021-06-14,1241193758,1740058.4895346242,1760661.023652277,1760661.023652277,1747554.7808347342,1694536.458122941,1684208.8333540459,1684208.8333540459,127625360.47698784,1657472.213986855,1564110.681
Low income,2021-06-14,704080579,630262.1743039432,740385.216588484,740385.216588484,630262.1743039432,315531.97425014066,89908.97378473866,89908.97378473866,370295.2877893888,12768.803027220303,21525.546
Lower middle income,2021-06-14,2994738553,5027954.162619263,7370440.334093213,7370440.334093213,5093647.079110949,3614606.0569773847,2522891.8203221,2522891.8203221,25220975.275840543,504419.5055168108,590630.446
Unknown income group,2021-06-14,258910,-109.06181375256686,142.26481433195022,142.26481433195022,48.133190535309325,-109.06181375256686,-156.93455766742105,-156.93455766742105,0,0,25.010999999999996
Upper middle income,2021-06-14,2928412447,3570876.0584322554,4583036.878018819,4583036.878018819,3711965.152226251,3130409.4296765793,2875370.03884695,2875370.03884695,133324275.84551547,2468968.0712132496,1621877.425
High income,2021-06-21,1241193758,1753826.042514345,1775507.3626861058,1775507.3626861058,1762124.834009323,1706992.0108461855,1696357.6773659121,1696357.6773659121,128509561.66693208,1668955.3463237933,1571262.693
Low income,2021-06-21,704080579,646573.0125681292,762140.5117380314,762140.5117380314,646573.0125681292,331189.24332770385,96268.24364143454,96268.24364143454,372547.08487597364,12846.45120261978,22561.553
Lower middle income,2021-06-21,2994738553,5135561.355294133,7686648.033672215,7686648.033672215,5235848.585659587,3687095.4553147494,2591393.478476671,2591393.478476671,25714310.756401937,514286.2151280387,607905.473
Unknown income group,2021-06-21,258910,-110.12943328535437,143.59368393603972,143.59368393603972,47.77918409716103,-110.12943328535437,-156.14131239270475,-156.14131239270475,0,0,25.010999999999996
Upper middle income,2021-06-21,2928412447,3637476.110132729,4676560.160488633,4676560.160488633,3791934.716388224,3194748.8914543926,2954181.6888390766,2954181.6888390766,135444593.1043917,2508233.205636883,1657650.456
High income,2021-06-28,1241193758,1768110.7277664703,1790965.0786470794,1790965.0786470794,1777850.7037758504,1720421.0898942768,1708935.0067870633,1708935.0067870633,129425262.27354297,1680847.5619940646,1577850.7079999999
Low income,2021-06-28,704080579,662759.3375550981,783218.844608525,783218.844608525,662759.3375550981,346811.37885495246,103836.03276717543,103836.03276717543,374798.88196255855,12924.09937801926,23635.563
Lower middle income,2021-06-28,2994738553,5243229.006298621,7862389.089593784,7862389.089593784,5366267.317893061,3754911.5647403486,2661412.398938873,2661412.398938873,26207646.23696333,524152.92473926663,621355.497
Unknown income group,2021-06-28,258910,-111.02150304066068,144.78687282935195,144.78687282935195,47.4150211647231,-111.02150304066068,-155.74299861613264,-155.74299861613264,0,0,25.010999999999996
Upper middle income,2021-06-28,2928412447,3716637.16321973,4774401.315442864,4774401.315442864,3877942.257039768,3268765.929813638,3023917.1326042954,3023917.1326042954,137651293.0832679,2549098.0200605164,1692923.456
High income,2021-07-05,1241193758,1778796.2451713767,1802997.857100598,1802997.857100598,1788988.1245820078,1730354.9436264383,1718110.0703497166,1718110.0703497166,130053994.7253013,1689012.9185104063,1583387.687
Low income,2021-07-05,704080579,677611.9080315761,801218.248012536,801218.248012536,677611.9080315761,357526.26465263346,110019.80695641245,110019.80695641245,377050.6790491434,13001.747553418738,25508.574
Lower middle income,2021-07-05,2994738553,5343451.914973753,8045168.231773053,8045168.231773053,5510898.389459524,3818880.0902402997,2727097.2773462757,2727097.2773462757,26571471.569925886,531429.4313985177,632504.516
Unknown income group,2021-07-05,258910,-111.36664464084076,147.2998294266783,147.2998294266783,47.46883745886338,-111.36664464084076,-154.89931421199265,-154.89931421199265,0,0,25.010999999999996
Upper middle income,2021-07-05,2928412447,3809016.523705607,4891666.155302576,4891666.155302576,3977962.0602469095,3353387.317614612,3100455.0942287683,3100455.0942287683,140219734.41885155,2596661.748497251,1729518.476
High income,2021-07-12,1241193758,1792510.6475627783,1818055.071763621,1818055.071763621,1803904.9396289624,1743324.3358376247,1730207.9821661194,1730207.9821661194,130917164.20039295,1700222.911693415,1588061.727
Low income,2021-07-12,704080579,692713.3055808874,821651.4551703916,821651.4551703916,692713.3055808874,368127.9208366649,116325.21730651327,116325.21730651327,379302.4761357283,13079.395728818217,26523.56
Lower middle income,2021-07-12,2994738553,5447854.325133664,8232240.576099043,8232240.576099043,5663601.155130797,3895372.5155495303,2801356.1971341334,2801356.1971341334,26935296.90288844,538705.9380577687,646447.508
Unknown income group,2021-07-12,258910,-111.71176480121113,149.98394730291585,149.98394730291585,47.81805917010262,-111.71176480121113,-153.69356254243587,-153.69356254243587,0,0,25.010999999999996
Upper middle income,2021-07-12,2928412447,3908707.657222461,5020397.998128598,5020397.998128598,4092350.533564217,3442419.570260435,3189598.8564883363,3189598.8564883363,142980610.87443522,2647789.0902673188,1766477.468
High income,2021-07-19,1241193758,1808396.9957636625,1835870.0730592078,1835870.0730592078,1819792.4175216537,1757232.7435222338,1743766.92931541,1743766.92931541,131899932.64215128,1712986.138209757,1592229.744
Low income,2021-07-19,704080579,707811.7237794572,842604.0469607471,842604.0469607471,707811.7237794572,378639.29932211764,122599.73066891254,122599.73066891254,381554.27322231315,13157.043904217695,27697.565
Lower middle income,2021-07-19,2994738553,5552941.975248318,8420508.788509969,8420508.788509969,5809028.185999044,3968679.3472503587,2863985.753351688,2863985.753351688,27299122.235850994,545982.4447170198,658017.521
Unknown income group,2021-07-19,258910,-112.33982901532288,152.9138181486823,152.9138181486823,48.818397004475074,-112.33982901532288,-153.79800183022436,-153.79800183022436,0,0,25.010999999999996
Upper middle income,2021-07-19,2928412447,4012709.2945079845,5150327.129715426,5150327.129715426,4208768.879177825,3538135.126148097,3284179.503851068,3284179.503851068,145744303.9700189,2698968.5920373867,1805130.474
High income,2021-07-26,1241193758,1826961.8757774285,1856418.4831299915,1856418.4831299915,1838606.1732349705,1773893.6289150033,1760193.3293644562,1760193.3293644562,133102561.75057627,1728604.6980594322,1596930.769
Low income,2021-07-26,704080579,723565.539356978,863935.367436561,863935.367436561,723565.539356978,389449.5054749307,128589.96229787951,128589.96229787951,383806.07030889805,13234.692079617174,28689.577
Lower middle income,2021-07-26,2994738553,5667522.879484754,8602652.633481057,8602652.633481057,5957513.768063645,4049951.255162115,2932897.7971919426,2932897.7971919426,27662947.568813547,553258.951376271,673307.5229999999
Unknown income group,2021-07-26,258910,-112.82284750144542,155.49751663039345,155.49751663039345,50.07233436973481,-112.82284750144542,-153.4321593825205,-153.4321593825205,0,0,25.010999999999996
Upper middle income,2021-07-26,2928412447,4122994.969431031,5282970.2356451275,5282970.2356451275,4327107.080255789,3636275.766527837,3379575.8573536095,3379575.8573536095,148663868.78560254,2753034.607140788,1845652.473
High income,2021-08-02,1241193758,1848673.6818081413,1880261.9936332053,1880261.9936332053,1861646.07375717,1795394.4498276932,1780032.2783060824,1780032.2783060824,134586390.6447002,1747875.2031779245,1602615.77
Low income,2021-08-02,704080579,733487.9717346504,884877.2656032417,884877.2656032417,733487.9717346504,400153.50030724186,134544.74955965456,134544.74955965456,386057.8673954829,13312.340255016652,29717.583
Lower middle income,2021-08-02,2994738553,5783637.047409912,8790747.30134687,8790747.30134687,6113697.850120619,4137421.285676008,3001846.334097552,3001846.334097552,28205200.643711586,564104.0128742317,687992.508
Unknown income group,2021-08-02,258910,-113.0776765967873,157.9794794303405,157.9794794303405,50.42404721786677,-113.0776765967873,-152.91312875121523,-152.91312875121523,0,0,25.010999999999996
Upper middle income,2021-08-02,2928412447,4243418.430434274,5425767.170011665,5425767.170011665,4448766.748876487,3741778.4500774927,3477778.6535948534,3477778.6535948534,151728418.35215396,2809785.525039888,1888922.462
High income,2021-08-09,1241193758,1875983.161407589,1909679.6662256178,1909679.6662256178,1889555.82962349,1823502.261379482,1805531.4536605186,1805531.4536605186,136511542.21549076,1772877.1716297502,1609633.788
Low income,2021-08-09,704080579,747931.0211676857,901764.4735552325,901764.4735552325,747931.0211676857,410005.02896535554,142392.68150177065,142392.68150177065,388309.6644820678,13389.988430416131,30625.581
Lower middle income,2021-08-09,2994738553,5907315.257158574,8972020.889959,8972020.889959,6221102.223304716,4221089.118590332,3072918.3170620603,3072918.3170620603,28747453.71860962,574949.0743721924,703648.512
Unknown income group,2021-08-09,258910,-113.52819412136127,160.602953081046,160.602953081046,50.550064126870986,-113.52819412136127,-152.55935864489726,-152.55935864489726,0,0,25.010999999999996
Upper middle income,2021-08-09,2928412447,4362564.908976748,5566330.540011159,5566330.540011159,4564199.448882117,3845928.443866264,3570651.4383952813,3570651.4383952813,154789614.15870538,2866474.3362723216,1932503.461
High income,2021-08-16,1241193758,1907583.5945008856,1942545.621501,1942545.621501,1921974.2927820885,1853352.6880635,1834803.3022780959,1834803.3022780959,138721718.2696147,1801580.7567482428,1618309.798
Low income,2021-08-16,704080579,757076.490057011,918905.4161939998,918905.4161939998,757076.490057011,419585.93381419027,148363.5372076442,148363.5372076442,390561.46156865265,13467.636605815609,31372.579
Lower middle income,2021-08-16,2994738553,6031483.186976286,9153519.61618755,9153519.61618755,6344817.696023187,4303110.43505416,3143386.2073372947,3143386.2073372947,29289706.793507658,585794.1358701532,719180.525
Unknown income group,2021-08-16,258910,-114.00682222228924,162.83440584108544,162.83440584108544,50.72725010899764,-114.00682222228924,-152.25439806528667,-152.25439806528667,0,0,25.010999999999996
Upper middle income,2021-08-16,2928412447,4479468.79489787,5713104.681286793,5713104.681286793,4677017.060142407,3954027.289289178,3664013.5632049507,3664013.5632049507,158054723.32525676,2926939.3208380886,1976416.491
