World_Bank_income_group,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
Lower middle income,2021-02-01,2994738553,6649.002047502003,8724.179994823016,8210.64358811248,6802.20038749778,4682.387326836579,124.48535507820942,-966.7389798542881,38285.34561399441,765.7069122798882,763.286
Unknown income group,2021-02-01,253139,0.6646134390312395,3.1815449962103366,2.693441246279864,1.2090730184654181,0.17720367872672046,-0.37306861376899986,-0.49680150902564174,0,0,0
Upper middle income,2021-02-01,2928412447,8258.355733342647,10078.353173064337,10026.484530787762,8964.323313396142,7976.784111233347,7191.790527781952,6931.097817858407,359650.02739409055,6660.185692483158,5359
High income,2021-02-08,1241318333,3058.396296408869,3249.64148812855,3191.3107992349446,3101.66279275755,3047.3016505783166,3019.415550608763,3014.9263405429106,229377.61908822536,2978.930118028901,7363.715
Low income,2021-02-08,704080579,1986.6324559819382,2874.049363885884,2712.93301917896,1986.6324559819382,1055.0127185467793,203.1382274622565,-275.746577514579,0,0,63.285
Lower middle income,2021-02-08,2994738553,6553.928812058768,8781.685252007584,8138.513131669163,6553.928812058768,4486.760528256788,-21.649076655035305,-1191.0130255556394,36282.964661613456,725.6592932322692,682.285
Unknown income group,2021-02-08,253139,0.7404538663478898,3.3215870215472965,2.476443921702945,1.269352809615939,0.28602121293186017,-0.257220634511241,-0.49061081455562183,0,0,0
Upper middle income,2021-02-08,2928412447,6808.918320333386,8949.074121599533,8779.041602583251,7479.499763167633,6552.128205562506,5789.847681419549,5592.110332620671,302536.92739409034,5602.535692483155,4624.288
High income,2021-02-15,1241318333,2687.1776841782785,2719.4265451734564,2714.573277212195,2687.1776841782785,2542.45138512449,2510.763973718931,2508.1135027573587,189408.38575489252,2459.8491656479546,6164.861
Low income,2021-02-15,704080579,1819.6392346614184,2407.5280918286876,2383.6928925202315,1819.6392346614184,972.8380718390215,198.429963147786,-109.99044389364374,0,0,52.858
Lower middle income,2021-02-15,2994738553,6760.226601403883,8607.427226260432,8134.113803249472,6760.226601403883,4329.091626525652,378.14736990190323,-1057.447830786146,36697.43096508395,733.948619301679,602.857
Unknown income group,2021-02-15,253139,0.6348870708607892,3.0650900141792383,2.3148740081960555,1.2390788955552088,0.1991991675816312,-0.3398060176119506,-0.47263383526864927,0,0,0
Upper middle income,2021-02-15,2928412447,6729.840822454335,8842.605035791952,8684.713194811171,7398.350401954538,6328.735411516611,5620.581171159954,5560.262638392242,295651.6702512332,5475.030930578393,4815.714
High income,2021-02-22,1241318333,1686.2097194541248,1745.3118681915576,1718.2047678784418,1686.2097194541248,1542.3571230948428,1514.8147017804033,1508.2016456672688,112237.33575489339,1457.6277370765374,5071.146
Low income,2021-02-22,704080579,1805.8492491907834,2466.714884709887,2291.467418124737,1805.8492491907834,910.6660736016918,105.47634361514234,-249.9889536014119,0,0,51
Lower middle income,2021-02-22,2994738553,6613.970707158995,9265.27142808546,8236.457275103146,6613.970707158995,4644.95215387235,287.77010945713397,-1008.7039556234248,36697.43096508395,733.948619301679,616.142
Unknown income group,2021-02-22,253139,0.6273311418244499,2.8956107538168583,2.4643595447980933,0.9844096132564496,0.05325127709905952,-0.49439796400032987,-0.5343221980697599,0,0,0
Upper middle income,2021-02-22,2928412447,6634.671014749626,8519.690841677819,8334.74217603215,7200.37089357399,6027.537127804232,5303.241600096656,5156.313023634358,274010.6559655189,5074.2714067688685,4205.861
High income,2021-03-01,1241318333,800.98833725626,844.4270838609526,823.9696909473945,800.98833725626,653.2788402814022,614.1175896724052,605.1226703355226,43811.29599653483,568.9778700848678,4727.145
Low income,2021-03-01,704080579,1622.9658598120889,2556.9289161158645,2141.839400390554,1622.9658598120889,823.5778259948695,251.18556044554416,-209.68719080885532,0,0,47.428
Lower middle income,2021-03-01,2994738553,7320.031190491367,9946.236209050136,8547.445502473542,7320.031190491367,5334.047201927372,2048.7655853529754,-21.948202198464315,68049.03485746493,1360.9806971492985,670.857
Unknown income group,2021-03-01,253139,0.46485612266184984,2.7654711021361797,2.3805844309991215,0.8462249860460087,-0.5473034939228179,-1.0881555256786037,-1.119747392123609,0,0,0
Upper middle income,2021-03-01,2928412447,8584.88738276093,10289.818964255077,9917.58948906186,9054.365720244768,7768.076125130532,6900.787748314018,6683.469998208357,365403.3586210439,6766.728863352665,4288.003
High income,2021-03-08,1241318333,1078.5792927822072,1111.7265557425346,1099.7842121248996,1078.5792927822072,920.5611711320073,892.7344508273724,886.7660887013855,64601.415369966424,838.9794203891744,4175.286
Low income,2021-03-08,704080579,1747.1400189804988,2827.187091892497,2359.368162837441,1747.1400189804988,905.2007292748442,186.85497966760738,-74.71403150640371,0,0,48.715
Lower middle income,2021-03-08,2994738553,7292.323307567109,9215.884917820258,8674.133304365985,7292.323307567109,5310.671471429457,1364.7266781308454,-698.520536739376,68049.03485746493,1360.9806971492985,596.572
Unknown income group,2021-03-08,253139,0.5418199990031898,3.267327201481257,2.4504364605227735,0.9426493168726188,-0.4088688162977789,-0.9952929484488016,-1.0447436652035518,0,0,0
Upper middle income,2021-03-08,2928412447,9182.955404267355,10477.712093765525,10154.541632652492,9182.955404267355,7772.270731411245,7239.134311002034,7028.673201902677,361268.6043353296,6690.159339543141,4348.429
High income,2021-03-15,1241318333,1485.897019505571,1539.3299018208918,1535.2551912061256,1485.897019505571,1339.6798175827207,1305.1320118271572,1295.5101037270072,96764.68203663097,1256.6841822939086,3648.856
Low income,2021-03-15,704080579,1917.5737409771798,2886.7054524657133,2834.1428829365564,1917.5737409771798,1092.121315916448,328.16102025739497,113.39629468060316,0,0,63.715
Lower middle income,2021-03-15,2994738553,7685.946815266127,9946.381240224277,9181.646237499435,7685.946815266127,5618.679779137018,1824.6880629589627,395.90219321022715,68049.03485746493,1360.9806971492985,644.288
Unknown income group,2021-03-15,253139,0.5604495424098297,3.148867961857257,2.8601490927769775,1.0299553024495418,-0.3429343604414306,-1.0222512870317673,-1.096357505237502,0,0,0
Upper middle income,2021-03-15,2928412447,9326.229472153129,10749.229690984577,10341.297289616248,9326.229472153129,7958.096790168451,7223.798571738432,7163.358352304165,363255.2386210436,6726.94886335266,4592.431
High income,2021-03-22,1241318333,2326.2229167379346,2378.9135665402046,2376.5118507189704,2326.2229167379346,2180.201569895705,2144.923345408465,2136.70196845113,161003.76536997216,2090.95799181782,3476.003
Low income,2021-03-22,704080579,2308.08509383622,3283.677019576459,2855.2258935670834,2308.08509383622,1196.213125359862,443.79061629310456,79.86425271160896,0,0,69.004
Lower middle income,2021-03-22,2994738553,7977.813439281782,9709.16285446131,9599.203627121045,7977.813439281782,5701.64820060276,1483.857406393597,782.1610349822353,68049.03485746493,1360.9806971492985,727.717
Unknown income group,2021-03-22,253139,0.5407459891021698,3.0352727779474784,2.7595833975571047,1.1068448616166497,-0.2947943858097805,-1.0389331354321625,-1.0616134198195468,0,0,0
Upper middle income,2021-03-22,2928412447,9568.9131489839,10979.939786317944,10627.500066272523,9570.700054641287,8169.95583479576,7480.627025341205,7288.028516973852,353485.4557639014,6546.026958590767,5435.43
High income,2021-03-29,1241318333,2320.6197359329963,2485.8569031077545,2472.0496999193088,2371.885628998661,2303.29218854431,2270.9259836717856,2261.514133730272,170238.70536996913,2210.8922775320666,3691.997
Low income,2021-03-29,704080579,2752.7474922937363,3444.2638967286684,3174.088292881928,2752.7474922937363,1403.4616462780234,890.8920648307227,789.3030648421893,0,0,82.859
Lower middle income,2021-03-29,2994738553,9990.173004709935,14253.735748165747,13693.786606188096,11117.11210505725,8266.577101086414,4795.066610237047,2670.6074436766885,68049.03485746493,1360.9806971492985,932.285
Unknown income group,2021-03-29,253139,0.6967077300909887,3.4660931766179126,2.801798779620882,1.2537740506438602,-0.15792755505685108,-0.7805744306702508,-0.9488314422756576,0,0,0
Upper middle income,2021-03-29,2928412447,10279.150499408008,12152.964824352077,11609.499315274672,10544.382031048757,9173.948988926311,8509.789003884574,8398.872625473925,378172.86719247233,7003.2012443050435,5619.859
High income,2021-04-05,1241318333,3048.272975534519,3182.3624135703767,3177.2830265953953,3096.0407433544756,3009.025330598827,2969.7644003077316,2960.5538188782803,223997.42752050335,2909.057500266277,3305.288
Low income,2021-04-05,704080579,3363.1994561357506,3406.2440161304394,3363.1994561357506,3363.1994561357506,1439.5085138991624,856.1620748977565,710.6248120625531,0,0,90.001
Lower middle income,2021-04-05,2994738553,15482.809914381538,22792.44205681631,21757.144471284697,17474.599059357686,12560.466367403127,8020.034541800885,6473.855123695493,108316.49722305631,2166.329944461126,1262.287
Unknown income group,2021-04-05,253139,0.6334155471132796,3.3680949043809294,2.7659230765534155,1.2533083602749293,0.06501476164686007,-0.36520621386053054,-0.44703722330878004,0,0,0
Upper middle income,2021-04-05,2928412447,11027.58921727975,13032.011902934535,11957.155841361615,11141.87671566165,9708.484163507299,8944.842399540197,8824.4488166866,380676.1770298579,7049.558833886257,5679.714
High income,2021-04-12,1241318333,2825.4895647801845,3045.7263694423664,2982.158314512842,2870.034112975958,2788.5370382125357,2755.5273936870653,2732.8252320268775,206608.48085383847,2683.2270240758244,3843.286
Low income,2021-04-12,704080579,3440.7621825817755,3798.114431195741,3623.5077430788997,3440.7621825817755,1585.3245444960955,937.8841812876954,717.3726572667247,0,0,80.715
Lower middle income,2021-04-12,2994738553,19367.807079738574,30103.182565084688,29555.74815872306,22700.84569227542,14870.83191337515,11973.755712897782,10912.286100803662,108316.49722305631,2166.329944461126,1854.7169999999999
Unknown income group,2021-04-12,253139,0.6372482817493397,3.4017502241299438,2.950134496923416,1.372258483341761,0.18565909055001023,-0.22597432160843012,-0.24030371601196074,0,0,0
Upper middle income,2021-04-12,2928412447,11208.061841750794,13597.065765881272,12693.443107750418,11504.38197372663,9980.781002103664,9276.057028230687,8967.976841767357,391814.5770298579,7255.8255005529245,6915
High income,2021-04-19,1241318333,3265.392017166955,3449.9678104371606,3424.626510113928,3311.7820388084706,3236.6096507786256,3195.704569413324,3186.595228798039,240925.18085383772,3128.898452647243,3441.578
Low income,2021-04-19,704080579,3403.9922657270313,3646.2207569503257,3522.9066169519297,3403.9922657270313,1491.312450989308,891.7510390697512,675.8950329846067,0,0,103.85900000000001
Lower middle income,2021-04-19,2994738553,22349.29278357221,37948.71255765816,35382.62996159652,26750.97646439694,19555.108500768758,14795.276795237316,13880.755323868143,108316.49722305631,2166.329944461126,2365.003
Unknown income group,2021-04-19,253139,0.725710965410639,3.6682480178744528,3.594261439661914,1.4796254460755307,0.3235278464243692,-0.20403555985818939,-0.3124799645581101,0,0,0
Upper middle income,2021-04-19,2928412447,11474.448795694081,13816.757545635613,13035.02695845303,11704.851428080843,10235.989880861896,9499.013339452338,9352.272708758235,397738.7884584293,7365.533119600542,6581.573
High income,2021-04-26,1241318333,2956.8307902130655,3145.825133006412,3118.384206535944,3011.6484274163467,2930.559135051707,2889.3064240771373,2884.3641862927498,217527.44752050508,2825.0317859805855,3244.001
Low income,2021-04-26,704080579,3256.2972900039217,3533.7410166344607,3408.580870325346,3256.2972900039217,1401.5183421341071,799.8903080124503,672.2851709281335,0,0,87.86
Lower middle income,2021-04-26,2994738553,31188.458257296264,57860.43320501187,53872.68643901626,38709.301763558615,27603.48927227602,17464.57831596641,16215.75769077218,108316.49722305631,2166.329944461126,3493.0009999999997
Unknown income group,2021-04-26,253139,0.7129229305421894,3.4783499606384805,3.181527118423583,1.4327825583114318,0.34445982731154956,-0.18297436541892992,-0.4215422784761922,0,0,0
Upper middle income,2021-04-26,2928412447,11295.683959935479,13139.01890806902,12674.644787459001,11316.2677915544,9989.907525192977,9331.198126951518,9058.381378747723,384231.48560128635,7115.397881505302,6575.144
High income,2021-05-03,1241318333,2548.0986593830216,2856.638307496283,2745.807177623831,2626.748310949329,2527.1923936454054,2489.7057954844045,2483.6338642272303,185967.20440222652,2415.1584987302144,2912.0009999999997
Low income,2021-05-03,704080579,3517.822077867426,3536.8588237229533,3517.822077867426,3517.822077867426,1454.031241494254,802.0540357330215,785.8237789686713,0,0,69.573
Lower middle income,2021-05-03,2994738553,41897.03399346548,75937.30949285868,74962.85245515026,56136.88904930588,36484.27821059667,21259.72627793283,17789.86751950066,96249.03485746481,1924.9806971492962,4483
Unknown income group,2021-05-03,253139,0.6705041441589199,3.365707897594062,3.1504977673991106,1.4834782398301702,0.21685470944361004,-0.3873340316215792,-0.6479038272982693,0,0,0
Upper middle income,2021-05-03,2928412447,9353.50096741621,11191.246128429075,11023.476303594989,9353.50096741621,8006.426808103767,7323.408596313834,7093.770763155066,288092.47113124054,5335.04576168964,6270.716
High income,2021-05-10,1241318333,2605.4080388372417,3173.5227829279243,3097.434759361256,2803.7048184874634,2488.520181793642,2430.4918542314767,2415.0313864380937,180098.15440222787,2338.9370701588036,2587.713
Low income,2021-05-10,704080579,3356.4290723987037,3498.9164324988224,3356.4290723987037,3356.4290723987037,1458.84262596045,726.3060708672751,702.6992970594522,0,0,75.856
Lower middle income,2021-05-10,2994738553,48053.700046745165,84820.33384784333,77506.53583496557,59500.84383805976,34168.99104796683,20494.953414401043,17790.130803394415,96249.03485746481,1924.9806971492962,4908.429
Unknown income group,2021-05-10,253139,0.6528525123327098,3.2870510522310408,3.169999054330249,1.44795370335905,0.12382285852928034,-0.470684131007329,-0.6486675354342822,0,0,0
Upper middle income,2021-05-10,2928412447,8869.201660024837,12791.851731579593,12062.465532819162,9394.315394058016,7761.842570295918,6932.514002729863,6840.749058132133,277264.9054169548,5134.5352854991625,5699.001
High income,2021-05-17,1241318333,2104.1613179834776,2659.8594896125483,2582.3508922759675,2309.288140333137,2045.8774910248985,1987.316997130934,1983.4834568814315,146783.3710688917,1906.2775463492426,2170.852
Low income,2021-05-17,704080579,3163.6693258603746,3612.182667159806,3278.0266454869984,3163.6693258603746,1334.690672504762,570.3292353244346,471.53620818641093,0,0,44.001
Lower middle income,2021-05-17,2994738553,49304.65226772363,86913.35206436746,82706.57894701825,61860.95318231561,34994.05795426363,17353.73650090572,15414.716748118015,96249.03485746481,1924.9806971492962,5083.858
Unknown income group,2021-05-17,253139,0.3913276274778197,3.3813695118581624,2.968655030630112,1.333717548967654,0.055605143527709545,-0.44751124667677955,-0.5357063638973205,0,0,0
Upper middle income,2021-05-17,2928412447,8568.422611001322,13104.198349203583,11811.822727880935,9478.100305066855,7829.910878149833,6787.36225063303,6455.111880668349,268320.6539883835,4968.900999784879,5344.429
High income,2021-05-24,1241318333,1748.4687711426893,2429.8766501118835,2268.2839754511842,1928.2232368219973,1627.3376703321924,1560.4312508059065,1547.5433085896843,111148.68773555991,1443.4894511111677,1883.4289999999999
Low income,2021-05-24,704080579,3792.055938199415,4164.619844044637,3792.055938199415,3792.055938199415,1548.8203127732838,743.0626215763059,648.283091511814,0,0,64.574
Lower middle income,2021-05-24,2994738553,49088.276910126384,86749.86268301966,84138.85210904384,63612.78022734655,34472.909289712676,15382.272693159231,15150.747079369263,96249.03485746481,1924.9806971492962,4986.716
Unknown income group,2021-05-24,253139,0.4643004222650498,3.4741541700564618,2.9097504920287527,1.626620669456473,0.2637601688089798,-0.35880110716407904,-0.48381938506757005,0,0,0
Upper middle income,2021-05-24,2928412447,8866.033567595112,16727.529834144996,15526.027667044487,10766.26824145095,8334.088172725904,7335.940781470007,7146.190341675433,260919.89418099975,4831.849892240736,5092.144
High income,2021-05-31,1241318333,1960.5048412580948,2650.169659503797,2475.7981671752736,2147.810527221543,1855.3599918655075,1785.1417242728494,1771.6100883300046,128177.27440222772,1664.6399273016586,1753.857
Low income,2021-05-31,704080579,3891.613068767109,4294.229953509126,4205.506193242045,3891.613068767109,1678.7279343105545,1029.8357292065155,914.625037968624,0,0,52.571999999999996
Lower middle income,2021-05-31,2994738553,41838.19332550877,79793.89140181162,74496.84903867097,60661.343180752454,27972.74498793816,12614.591257779886,12006.712632410796,96249.03485746481,1924.9806971492962,4354.862
Unknown income group,2021-05-31,253139,0.4033304540861397,3.398380031032366,2.937854187320963,1.6556753808110416,0.23702501919393923,-0.338259929991569,-0.5117172037863205,0,0,0
Upper middle income,2021-05-31,2928412447,9014.212504603887,17790.542089646628,16654.383043545375,11564.787483823582,8528.499433863984,7388.841385699824,7089.4346333062,259362.07132385683,4803.001320812164,5077.9980000000005
High income,2021-06-07,1241318333,1815.2990887053872,2488.103747397884,2323.6951007809357,1982.0753427061331,1702.2512336787017,1639.9730510391082,1629.9713244267075,117346.89085383802,1523.98559550439,1458.432
Low income,2021-06-07,704080579,3542.7682086819877,4151.023916679273,3597.6979495278606,3542.7682086819877,1693.174967771221,1196.5406923293401,1008.6585145001721,0,0,72.42999999999999
Lower middle income,2021-06-07,2994738553,35353.773106290915,66413.6989435298,57276.57847598534,44453.46364132576,23642.26436649266,11442.71994709885,10347.268929904492,69488.16388972299,1389.7632777944598,3539.4320000000002
Unknown income group,2021-06-07,253139,0.4810328037062699,3.310971338338382,3.1606763461359835,1.5577698118451424,0.1838514866467,-0.2388859212465498,-0.26947949566028,0,0,0
Upper middle income,2021-06-07,2928412447,10129.922219677095,18967.326436881845,17645.14718430524,12286.5983763721,9647.666237211655,8623.628568438713,8513.814450260294,314953.9000796171,5832.479631104021,4706.854
High income,2021-06-14,1241318333,2304.985561121768,3018.3475114559797,2883.902745226404,2480.756514989124,2197.103892974304,2128.5078781738343,2121.7354863168375,154929.8575205041,2012.0760716948585,1229.575
Low income,2021-06-14,704080579,3547.553303130767,3817.929338151515,3601.9516269520814,3547.553303130767,1763.0754835109717,1222.5440280461378,1096.750152762276,0,0,102.42999999999999
Lower middle income,2021-06-14,2994738553,18744.741112808366,36196.97472472265,32389.984639440052,25229.366818646806,15934.461518263272,10447.372030795319,9737.464945134185,69488.16388972299,1389.7632777944598,4432.146
Unknown income group,2021-06-14,253139,0.37674764774665975,3.3033546333131527,3.0989706044121546,1.4209754434073423,0.20495999308527926,-0.2187164706651398,-0.22949823004227868,0,0,0
Upper middle income,2021-06-14,2928412447,9932.849540074574,18755.258204766247,17521.525505634923,12303.348670816078,9742.782789572386,8412.213231338323,8199.9239414012,305273.24293676007,5653.2082025325935,5030.853
High income,2021-06-21,1241318333,1955.760474416067,2656.750736575134,2488.3300704851877,2133.5176737389643,1839.9116934445108,1762.6115382326652,1759.3054902238473,127392.64085383985,1654.4498812186994,1021.716
Low income,2021-06-21,704080579,3524.8942359157695,3720.117163302112,3648.1357190502204,3524.8942359157695,1862.3618106461556,1295.2056040020566,1142.795651247018,0,0,148.001
Lower middle income,2021-06-21,2994738553,20250.684228425423,31035.38639842023,28493.531605390956,20250.684228425423,13160.402311459913,9103.45138324992,8723.023170865063,69488.16388972299,1389.7632777944598,2467.861
Unknown income group,2021-06-21,253139,0.4235653519285897,3.2452325262514035,2.9442739433727843,1.4523458089403294,0.26625806373861033,-0.20834857791217024,-0.3153739964742791,0,0,0
Upper middle income,2021-06-21,2928412447,15119.315758172415,21492.92090944023,20683.702086126137,15119.315758172415,10754.526042914316,8627.416810999046,8512.597613754913,316868.0200796171,5867.926297770687,5105.29
High income,2021-06-28,1241318333,1976.0641212800915,2747.5892926840047,2559.6599591105273,2238.144815088803,1878.783048119907,1808.288790500177,1795.493832913467,129810.91752050353,1685.856071694851,941.145
Low income,2021-06-28,704080579,3695.5666791521667,3909.448118889978,3813.254625980745,3695.5666791521667,1932.2582717937044,1307.2202176703934,1076.9537767787406,0,0,153.43
Lower middle income,2021-06-28,2994738553,17717.14489608388,27201.441204906405,26050.72665816482,20689.48775583261,12457.93560776987,8600.600381188598,6825.728975184893,69488.16388972299,1389.7632777944598,1921.432
Unknown income group,2021-06-28,253139,0.41894199021014017,3.4364111482656328,3.028549252193315,1.4183840851408893,0.12815545268249914,-0.17203473288305984,-0.22305479269635006,0,0,0
Upper middle income,2021-06-28,2928412447,11852.081271379888,23169.57917817703,20761.48461147003,15503.35207453537,11432.004071660023,10184.083033489167,10013.359894213647,328961.5515081886,6091.8805834849745,5059
High income,2021-07-05,1241318333,1443.0045116560075,2155.9068689444844,1982.9113268839715,1690.4973230074531,1345.883826649834,1263.5256483294738,1257.1478330803898,86730.57886122726,1126.3711540419124,789.14
Low income,2021-07-05,704080579,3402.4395930498913,4141.561275157782,4020.4435986180106,3402.4395930498913,1889.8435428259643,1151.9710969694772,1079.01357747699,0,0,267.573
Lower middle income,2021-07-05,2994738553,16510.243916805994,28352.056815789983,25861.410290732092,19100.767065300326,12366.684689002464,8047.154725279783,6978.257201628722,40790.49775863091,815.8099551726182,1592.7169999999999
Unknown income group,2021-07-05,253139,0.6258868831620701,3.1016844253299842,3.0341053915846916,1.7130357138137986,0.31462418068696985,-0.16721485743477,-0.23730141849602132,0,0,0
Upper middle income,2021-07-05,2928412447,13522.94228190807,18239.196961698777,17723.469524198506,15047.004184080826,12696.759485673176,11198.939344822084,11010.253652180718,364408.95764198806,6748.314030407187,5229.86
High income,2021-07-12,1241318333,1850.3166048890448,2561.47168193584,2424.896308011218,2108.0871237054375,1771.9324286808962,1681.0394327702834,1675.0703385625436,119216.62219456022,1548.2678207085742,669.576
Low income,2021-07-12,704080579,3492.7989767190743,4145.305881878267,4077.9726354394593,3492.7989767190743,1940.5945795065475,1167.2843110663775,1030.326267709051,0,0,144.998
Lower middle income,2021-07-12,2994738553,16559.271675876946,28237.849536022226,27296.91945083013,21204.450768846313,13933.981440686748,8654.714824781235,7240.0610395710855,40790.49775863091,815.8099551726182,1991.856
Unknown income group,2021-07-12,253139,0.6420028926115106,3.715113793406996,3.257436502233844,1.8800333742186692,0.4932837054074598,-0.1343059030249601,-0.15892279514267985,0,0,0
Upper middle income,2021-07-12,2928412447,14594.51211027852,20116.113442565562,18862.170381395892,15542.519226384355,13328.738480541191,11685.197181400756,11459.513928426983,391621.9747848451,7252.258792311945,5290.285
High income,2021-07-19,1241318333,2319.7594412527737,2891.6999378320224,2795.1426608384145,2489.8179588087924,2069.418821516467,1980.3408999641956,1942.463590533808,139233.68886122917,1808.2297254705088,595.431
Low income,2021-07-19,704080579,3407.634412551025,4462.551784892378,4038.6281301900744,3407.634412551025,1861.8815784580513,1190.769540449843,991.6624607533262,0,0,167.715
Lower middle income,2021-07-19,2994738553,16596.632496533057,28692.930183921453,26640.911815108135,19999.676865728376,13285.382667497553,7839.980621595112,7607.097060591885,40790.49775863091,815.8099551726182,1652.859
Unknown income group,2021-07-19,253139,0.7051343339038598,3.6680800220785508,3.246875735799842,1.9605663922952816,0.42960272527914994,-0.14038025247032954,-0.17570599276218982,0,0,0
Upper middle income,2021-07-19,2928412447,14914.310177564537,21242.83497259716,20879.12351616569,16869.3069077673,13600.538706695466,12494.497504686762,12235.317897217268,380164.75604232703,7040.088074857908,5509
High income,2021-07-26,1241318333,2645.9187222615433,3147.0584450052165,3128.9631807738297,2797.0859869266346,2412.8847340044763,2293.72452876361,2290.0671384427437,166021.2555278942,2156.1202016609636,671.575
Low income,2021-07-26,704080579,3453.462371548747,4452.568312355201,3960.277027707865,3453.462371548747,1833.620697364299,1247.12259417007,1042.1578904655669,0,0,141.716
Lower middle income,2021-07-26,2994738553,17093.10775004704,27860.361347237013,27462.241516083486,21119.368760655816,14610.06466594821,9121.905472726454,7876.870061647566,40790.49775863091,815.8099551726182,2184.286
Unknown income group,2021-07-26,253139,0.7120794303941195,3.513034846586884,3.1729504802914295,1.851419761188143,0.4854972194725386,-0.11597071109198988,-0.19561673632714,0,0,0
Upper middle income,2021-07-26,2928412447,17009.73646415405,24753.895413764047,22075.75418362238,18839.402832223466,15436.77288365037,13299.965937242849,13254.751595963751,402401.2874708984,7451.8756939055265,5797.428
High income,2021-08-02,1241318333,3295.4598859813514,3720.854290374353,3679.9097338587408,3362.912859011117,2916.63879712889,2810.9246207914866,2803.616204611708,205732.45606552862,2671.850078773099,812.143
Low income,2021-08-02,704080579,4027.581610642057,4619.402782797338,4521.359403660648,4027.581610642057,2147.3190031570393,1244.6238684125835,1182.4167400133408,0,0,146.858
Lower middle income,2021-08-02,2994738553,18850.20150668997,32297.310054782105,27768.25575251719,22538.900247884518,15758.449371946876,9680.023713672834,8589.955389599656,13972.64817659446,279.4529635318892,2097.855
Unknown income group,2021-08-02,253139,2.7855124187405793,4.524298890799632,4.0759275466403135,2.7855124187405793,0.6160684269514014,-0.19360290304498015,-0.36001370409903943,0,0,0
Upper middle income,2021-08-02,2928412447,18614.33192720613,27152.196326303674,26540.24641350694,22175.11683487774,16917.40321836098,14879.310550529406,14415.00627251588,419468.64359993074,7767.937844443162,6170.713
High income,2021-08-09,1241318333,4108.511051734801,4474.369173171973,4452.89457185395,4134.729363544743,3693.544437407787,3628.644404408834,3619.8410070436294,269361.112732195,3498.1962692492857,1002.573
Low income,2021-08-09,704080579,3946.385035389827,4563.286912566587,4320.768688509899,3946.385035389827,2138.8178521415684,1462.2907900978241,1378.2399106877601,0,0,129.714
Lower middle income,2021-08-09,2994738553,17946.621724010693,31096.69593959111,28161.5374558579,22514.116862474177,15550.207551634852,10209.64175870909,8851.743238749204,13972.64817659446,279.4529635318892,2236.572
Unknown income group,2021-08-09,253139,2.7310358147355593,4.524929037184363,4.126180250931084,2.7310358147355593,0.5575172148141088,-0.312534700353951,-0.3879847420891295,0,0,0
Upper middle income,2021-08-09,2928412447,17799.97165548183,26445.099798031726,24738.563753224615,19939.529145733657,16005.225572139081,14456.77548104424,14140.996497771845,419035.82074278785,7759.922606347923,6232.857
High income,2021-08-16,1241318333,4414.153539406962,4988.751591936612,4928.177750454854,4573.189356706785,4202.325758952603,4116.073291803514,4108.9790991828595,307364.09606552887,3991.741507344531,1239.285
Low income,2021-08-16,704080579,3921.360811032655,4578.073982659197,4359.42638968997,3921.360811032655,1998.722018775443,1240.916734315518,1149.4393085019801,0,0,106.714
Lower middle income,2021-08-16,2994738553,17762.692139378418,30523.759345353224,28738.74897246632,22965.03573355771,15330.724408293749,10209.70222642304,9212.175099189788,13972.64817659446,279.4529635318892,2218.859
Unknown income group,2021-08-16,253139,2.7312264703341294,4.5060007159808535,4.197107546161686,2.7312264703341294,0.6032966712552903,-0.2186026915013698,-0.3839177399229691,0,0,0
Upper middle income,2021-08-16,2928412447,17377.72658771213,25326.81187797147,23133.61634004935,19599.841765819172,16016.031550127589,14566.075963544137,14459.449921013524,447526.01502850204,8287.518796824112,6272.433
High income,2021-08-23,1241318333,4419.807476270371,4998.79638285293,4897.20137627935,4572.578758552836,4234.92813032742,4163.801589176787,4160.838905737005,312342.6960655294,4056.3986502016805,1736.001
Low income,2021-08-23,704080579,4537.315426322238,4976.557557248556,4757.474014761297,4537.315426322238,2453.8239654917043,1669.6227051637056,1573.739977503704,0,0,91.574
Lower middle income,2021-08-23,2994738553,18165.32294746129,32885.98755980618,28501.190207731444,22518.534347732006,15533.375125088589,10289.259809721143,9779.018609920671,13972.64817659446,279.4529635318892,2121.716
Unknown income group,2021-08-23,253139,2.6810823949298492,4.504469459958435,4.188447853635127,2.6810823949298492,0.5811645143437505,-0.2672945489080498,-0.35919832560492937,0,0,0
Upper middle income,2021-08-23,2928412447,18045.045593891988,25719.40769492361,24715.840115769155,20129.03040104995,16538.61971352549,15080.172260690011,14715.49178124682,469134.34645707323,8687.673082538393,6069.003
High income,2021-08-30,1241318333,4507.19952939763,4957.273510383199,4840.376358894057,4569.596730689068,4319.684580296521,4249.548289457094,4248.970404487686,319772.555840808,4152.89033559491,2078.284
Low income,2021-08-30,704080579,3969.4678308369553,4481.72500904774,4175.75132486524,3969.4678308369553,2029.739080222472,1420.298355977243,1324.7794746071925,0,0,80.857
