World_Bank_income_group,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
High income,2020-12-28,1241193758,0.6669345850937465,0.6669345850937465,0.6669345850937465,0.6669345850937465,0.664100829898283,0.664100829898283,0.664100829898283,50.91976288888968,0.6612956219336321,0.4784103981934463
Low income,2020-12-28,704080579,0.22562476859067532,0.2635859885369028,0.2635859885369028,0.2635859885369028,0.22562476859067532,0.149284122877686,0.1167347982053808,0.09991317415055878,0.0034452818672606475,0.010835265490258608
Lower middle income,2020-12-28,2994738553,0.26144856661659954,0.3674207634720199,0.3674207634720199,0.3674207634720199,0.26144856661659954,0.2077777263014958,0.19114808984699844,2.3772736582685776,0.047545473165371555,0.028759906240803653
Unknown income group,2020-12-28,258910,-0.06987528320951464,0.10509197281094154,0.01811494645870403,-0.06987528320951464,-0.09952488808233372,-0.09952488808233372,-0.09952488808233372,0,0,0
Upper middle income,2020-12-28,2928412447,0.3922817762457676,0.40860860649088704,0.40860860649088704,0.40860860649088704,0.3922817762457676,0.38207366644052615,0.36375743501735935,17.589082990650148,0.32572375908611384,0.12312865982023331
High income,2021-01-04,1241193758,0.5992379541185575,0.5992440866287997,0.5992379541185575,0.5992379541185575,0.5944910308663713,0.5944910308663713,0.5944910308663713,45.70446943807013,0.5935645381567548,0.5408272444760394
Low income,2021-01-04,704080579,0.18619281878754457,0.216715289003306,0.216715289003306,0.216715289003306,0.18619281878754457,0.11371787575927168,0.0902467522180203,0.09991317415055878,0.0034452818672606475,0.005965510376618413
Lower middle income,2021-01-04,2994738553,0.23552127595780234,0.31893257793658425,0.31893257793658425,0.31893257793658425,0.23552127595780234,0.18314756365612167,0.1313510487277726,1.3451540276366112,0.02690308055273222,0.027262112720395464
Unknown income group,2021-01-04,258910,-0.0798313839837394,-0.011367932103877779,-0.05833708358940211,-0.0798313839837394,-0.2034699855034107,-0.2034699855034107,-0.2034699855034107,0,0,0
Upper middle income,2021-01-04,2928412447,0.3661716748793487,0.38041438104673037,0.38041438104673037,0.38041438104673037,0.3661716748793487,0.3552831436738911,0.33721532332500576,16.272886998262962,0.3013497592270919,0.130455803925901
High income,2021-01-11,1241193758,0.5565353287408078,0.5576732035069547,0.5565353287408078,0.5565353287408078,0.5543986877988721,0.5543986877988721,0.5543986877988721,42.51764091820264,0.5521771547818525,0.6422045670648627
Low income,2021-01-11,704080579,0.1787745561594565,0.2220789151225774,0.2220789151225774,0.2220789151225774,0.1787745561594565,0.10045034195020162,0.07380558079481706,0.09991317415055878,0.0034452818672606475,0.007141938224090683
Lower middle income,2021-01-11,2994738553,0.21606913048621085,0.2729480075190845,0.2729480075190845,0.2729480075190845,0.21606913048621085,0.16639251954425324,0.13636875982332178,1.344557743769315,0.026891154875386302,0.025835777858635663
Unknown income group,2021-01-11,258910,-0.10187621914022581,-0.016833919637000934,-0.07949274679156498,-0.10187621914022581,-0.16379097340110085,-0.16379097340110085,-0.16379097340110085,0,0,0
Upper middle income,2021-01-11,2928412447,0.41162088191232815,0.42348352344290846,0.41162088191232815,0.41162088191232815,0.4098114558441476,0.4098114558441476,0.39657194399350126,19.189278001527203,0.3553570000282815,0.1518033432945588
High income,2021-01-18,1241193758,0.5852341067780967,0.5852341067780967,0.5852341067780967,0.5852341067780967,0.5753674443588296,0.5753674443588296,0.5753674443588296,44.64035677113448,0.5797448931316166,0.6593306602819703
Low income,2021-01-18,704080579,0.18615655418824376,0.2248791171258589,0.2248791171258589,0.2248791171258589,0.18615655418824376,0.08386266513671539,0.06692032921318158,0.09991317415055878,0.0034452818672606475,0.010571375240276298
Lower middle income,2021-01-18,2994738553,0.2040030343473376,0.25059699660654905,0.25059699660654905,0.25059699660654905,0.2040030343473376,0.14495668572001957,0.11960209235840286,1.3257946780805967,0.026515893561611933,0.028359303657717327
Unknown income group,2021-01-18,258910,-0.09949510652186104,-0.01876050467824706,-0.033930814878683414,-0.0969051603136072,-0.09949510652186104,-0.09949510652186104,-0.12459057573856153,0,0,0
Upper middle income,2021-01-18,2928412447,0.41479269133571495,0.4297038256930518,0.41479269133571495,0.41479269133571495,0.4125971748094519,0.4125971748094519,0.4039417428523307,19.108190184928205,0.35385537379496673,0.16275514758457793
High income,2021-01-25,1241193758,0.48525558709357197,0.4868164355054973,0.48525558709357197,0.48525558709357197,0.48369146755353937,0.48369146755353937,0.4832328270463251,37.006845399039236,0.48060838180570437,0.6720144978363644
Low income,2021-01-25,704080579,0.21216678356331217,0.21216678356331217,0.21216678356331217,0.21216678356331217,0.16533793553513607,0.16533793553513607,0.11026072116615764,0.09991317415055878,0.0034452818672606475,0.014142415366920666
Lower middle income,2021-01-25,2994738553,0.19546728623859638,0.2074289151526614,0.2074289151526614,0.2074289151526614,0.19546728623859638,0.17435180087472618,0.12638733847438646,1.3189175374785878,0.02637835074957175,0.027677140602797724
Unknown income group,2021-01-25,258910,-0.07952384392287637,0.011691122317318722,-0.01746917144080155,-0.07952384392287637,-0.12434261303049332,-0.12434261303049332,-0.12434261303049332,0,0,0
Upper middle income,2021-01-25,2928412447,0.3535844566249223,0.3629587932713407,0.3535844566249223,0.3535844566249223,0.34931448221917555,0.34931448221917555,0.3291610823265151,15.699924674691788,0.2907393458276257,0.18123919004091021
High income,2021-02-01,1241193758,0.3638975100918483,0.3654650865928535,0.3638975100918483,0.3638975100918483,0.3620458640049681,0.3620458640049681,0.3620458640049681,27.635155091022973,0.3588981180652334,0.6525053761992896
Low income,2021-02-01,704080579,0.17555391502440043,0.17555391502440043,0.17555391502440043,0.17555391502440043,0.14982907895075323,0.14982907895075323,0.11393762104806311,0.09991317415055878,0.0034452818672606475,0.009272518224082418
Lower middle income,2021-02-01,2994738553,0.18905729968389703,0.19890694794856684,0.1984366591603784,0.1984366591603784,0.18905729968389703,0.15030180552828015,0.10220585704405508,1.2862316193457364,0.02572463238691473,0.025487567161259304
Unknown income group,2021-02-01,258910,-0.0570949737095863,0.049142594144896086,-0.01905851627019851,-0.0570949737095863,-0.07649184494984759,-0.07649184494984759,-0.07649184494984759,0,0,0
Upper middle income,2021-02-01,2928412447,0.2902047209102022,0.2918354005885232,0.2902047209102022,0.2902047209102022,0.277365273189733,0.277365273189733,0.2690717933418708,12.377088854215243,0.2292053491521341,0.18281970510966072
High income,2021-02-08,1241193758,0.23741850471180764,0.23860707840175893,0.23741850471180764,0.23741850471180764,0.234976565120736,0.234976565120736,0.234976565120736,17.814217313903907,0.2313534716091417,0.5934954113747646
Low income,2021-02-08,704080579,0.18503912922072258,0.18503912922072258,0.18503912922072258,0.18503912922072258,0.17677445034339764,0.1367037036571805,0.0750813514863713,0.09991317415055878,0.0034452818672606475,0.00898831779877854
Lower middle income,2021-02-08,2994738553,0.18295246558233128,0.19672306626216784,0.19672306626216784,0.19672306626216784,0.18295246558233128,0.1448348241998466,0.09384650867840376,1.2193683217007703,0.024387366434015404,0.022782790147624618
Unknown income group,2021-02-08,258910,-0.03037684332222788,0.06017913056471367,0.020043390429511834,-0.03037684332222788,-0.04107957503923002,-0.04107957503923002,-0.04107957503923002,0,0,0
Upper middle income,2021-02-08,2928412447,0.2392777693649549,0.2469791090548677,0.2392777693649549,0.2392777693649549,0.2299614235585467,0.2299614235585467,0.2251752616915726,10.424145274982358,0.1930397273144881,0.16132590902076577
High income,2021-02-15,1241193758,0.19120051207575578,0.19170055395705152,0.19120051207575578,0.19120051207575578,0.18830889858819483,0.18830889858819483,0.18830889858819483,14.236909872540906,0.18489493340962215,0.4968606198871973
Low income,2021-02-15,704080579,0.18969692663989285,0.18969692663989285,0.18969692663989285,0.18969692663989285,0.15100102506505725,0.13752927416934133,0.0790353794246727,0.09991317415055878,0.0034452818672606475,0.007507379350680826
Lower middle income,2021-02-15,2994738553,0.20430039688887194,0.20430039688887194,0.20430039688887194,0.20430039688887194,0.17927994401232467,0.15758594428429915,0.12016454216519507,1.2332081376357968,0.02466416275271594,0.020130538587286154
Unknown income group,2021-02-15,258910,-0.03835590882580049,0.06355973870300112,0.011797845620327136,-0.031840810343080755,-0.03835590882580049,-0.03835590882580049,-0.03835590882580049,0,0,0
Upper middle income,2021-02-15,2928412447,0.23372979637849298,0.24854061441500136,0.23852303552955034,0.23372979637849298,0.22299971688199313,0.22299971688199313,0.2199009259669747,10.182308731915267,0.1885612728132457,0.1614623993571627
High income,2021-02-22,1241193758,0.11240709028455252,0.11240709028455252,0.11240709028455252,0.11240709028455252,0.10845082793423486,0.10845082793423486,0.10845082793423486,8.062864428568671,0.10471252504634637,0.4082477830185801
Low income,2021-02-22,704080579,0.16325126706714313,0.16325126706714313,0.16325126706714313,0.16325126706714313,0.14336432030763666,0.11258601090561973,0.06741083621104747,0.09991317415055878,0.0034452818672606475,0.007243489100698515
Lower middle income,2021-02-22,2994738553,0.20103563224801685,0.21664836724073314,0.21664836724073314,0.21664836724073314,0.20103563224801685,0.1530577478080504,0.09441593487362869,1.2332081376357968,0.02466416275271594,0.020574149933147774
Unknown income group,2021-02-22,258910,-0.09855166451227228,0.02172252233398118,-0.021781598607875083,-0.09855166451227228,-0.10577892675041538,-0.10577892675041538,-0.10577892675041538,0,0,0
Upper middle income,2021-02-22,2928412447,0.23109614609809356,0.2485821133766236,0.23109614609809356,0.23109614609809356,0.21126416001757287,0.21126416001757287,0.17763723242529722,9.447829347485655,0.17495980273121586,0.1437640385770427
High income,2021-03-01,1241193758,0.038560480471459636,0.038560480471459636,0.038560480471459636,0.038560480471459636,0.03569568106619341,0.03569568106619341,0.03569568106619341,2.4177203595748704,0.03139896570876455,0.3809812907550894
Low income,2021-03-01,704080579,0.17810046022154574,0.17810046022154574,0.17810046022154574,0.17810046022154574,0.11844137365662182,0.10783839703140186,0.030429819475309143,0.09991317415055878,0.0034452818672606475,0.006736160805253514
Lower middle income,2021-03-01,2994738553,0.2262569429229372,0.24546362886923742,0.23452211761340083,0.23452211761340083,0.2262569429229372,0.1934032554972031,0.11433681426127924,2.2833810602090665,0.04566762120418134,0.022401187553683588
Unknown income group,2021-03-01,258910,-0.1990400356318542,-0.04534381823604303,-0.11874450564258987,-0.15179090174140086,-0.1990400356318542,-0.1990400356318542,-0.28386465566550984,0,0,0
Upper middle income,2021-03-01,2928412447,0.2805577401653494,0.3064183527175461,0.2805577401653494,0.2805577401653494,0.2713779783239881,0.2713779783239881,0.25872654469864353,12.722843603198246,0.23560821487404154,0.1464226804660894
High income,2021-03-08,1241193758,0.06061003049183487,0.06061003049183487,0.06061003049183487,0.06061003049183487,0.05789188595494446,0.05789188595494446,0.057375699844079156,3.973932099138126,0.05160950778101463,0.3363237990115642
Low income,2021-03-08,704080579,0.2198015300923665,0.2198015300923665,0.2198015300923665,0.2198015300923665,0.16051179046143949,0.1512897701631605,0.03752541862925689,0.09991317415055878,0.0034452818672606475,0.006918952383147612
Lower middle income,2021-03-08,2994738553,0.220625222719361,0.2240558822232453,0.22127156901042422,0.22127156901042422,0.220625222719361,0.1785081244376853,0.09842000482051926,2.2833810602090665,0.04566762120418134,0.019920670517377215
Unknown income group,2021-03-08,258910,-0.18866536696326877,-2.7117775527763345e-4,-0.11097058860870165,-0.11442251082201553,-0.18866536696326877,-0.18866536696326877,-0.23301268667597597,0,0,0
Upper middle income,2021-03-08,2928412447,0.293865806298344,0.3143170391084195,0.293865806298344,0.293865806298344,0.2776580234120058,0.2776580234120058,0.27724487741664494,12.56464433608221,0.2326785988163372,0.1490910204425859
High income,2021-03-15,1241193758,0.098053087425141,0.098053087425141,0.098053087425141,0.098053087425141,0.09381594819104054,0.09381594819104054,0.09381594819104054,6.866312097716855,0.08917288438593318,0.29401420821518504
Low income,2021-03-15,704080579,0.2627902864093884,0.2627902864093884,0.2627902864093884,0.2627902864093884,0.1646498621834738,0.1646498621834738,0.04130082825107294,0.09991317415055878,0.0034452818672606475,0.009049390353941292
Lower middle income,2021-03-15,2994738553,0.2427521476277261,0.29353495207595515,0.29353495207595515,0.29353495207595515,0.2427521476277261,0.20700283090392438,0.14569044409097398,2.2833810602090665,0.04566762120418134,0.02151399825385692
Unknown income group,2021-03-15,258910,-0.1545075334931298,0.031936190275331504,-0.09243279744010294,-0.1545075334931298,-0.18656349281086887,-0.18656349281086887,-0.19289540938813862,0,0,0
Upper middle income,2021-03-15,2928412447,0.29340286823166795,0.3179797075922183,0.29340286823166795,0.29340286823166795,0.2839980273014259,0.2839980273014259,0.2723574895076859,12.627215732857472,0.23383732838624946,0.1574135161432743
High income,2021-03-22,1241193758,0.16601092870224227,0.16601092870224227,0.16601092870224227,0.16601092870224227,0.16051659753991426,0.16051659753991426,0.16051659753991426,12.105775282319902,0.15721786080934938,0.2801798653582981
Low income,2021-03-22,704080579,0.26993853854468575,0.26993853854468575,0.26993853854468575,0.26993853854468575,0.18233982229130974,0.18233982229130974,0.08757162277238374,0.05936733984586851,0.002047149649857535,0.009800582782443145
Lower middle income,2021-03-22,2994738553,0.2503415146985311,0.3292880719725275,0.3292880719725275,0.3292880719725275,0.2503415146985311,0.19414842878186334,0.13172299301274942,2.2833810602090665,0.04566762120418134,0.02429985079235062
Unknown income group,2021-03-22,258910,-0.047760426286331766,0.06748698816977336,-0.005355294127947684,-0.047760426286331766,-0.1177428990177787,-0.1177428990177787,-0.17869197139964474,0,0,0.05523154764203777
Upper middle income,2021-03-22,2928412447,0.3034138337299977,0.3133073629946328,0.3034138337299977,0.3034138337299977,0.28878498216087,0.28878498216087,0.26980608229566855,12.296756427561029,0.2277177116215005,0.1854637998675328
High income,2021-03-29,1241193758,0.17684864576022388,0.17684864576022388,0.17684864576022388,0.17684864576022388,0.16900475367244072,0.16900475367244072,0.16900475367244072,12.728113249314319,0.16530017206901712,0.2975475002348505
Low income,2021-03-29,704080579,0.3110957078090058,0.3110957078090058,0.3110957078090058,0.3110957078090058,0.21167715900594036,0.21167715900594036,0.08762543304403769,0.05936733984586851,0.002047149649857535,0.011768397321466239
Lower middle income,2021-03-29,2994738553,0.33059677890775274,0.3961098442508741,0.3961098442508741,0.3961098442508741,0.33059677890775274,0.28128554037654907,0.2035638400558196,2.2833810602090665,0.04566762120418134,0.031130764288791656
Unknown income group,2021-03-29,258910,-0.057534106323987734,0.07101612283705579,0.050482622859449766,-0.057534106323987734,-0.11936092224431667,-0.11936092224431667,-0.11936092224431667,0,0,0.16569464292611333
Upper middle income,2021-03-29,2928412447,0.3441666399668679,0.3443215086374655,0.3441666399668679,0.3441666399668679,0.3171671548651253,0.3171671548651253,0.312132008999185,13.139523544199246,0.24332451007776382,0.1928397758924018
High income,2021-04-05,1241193758,0.23361011633530612,0.23361011633530612,0.23361011633530612,0.23361011633530612,0.22623292491653704,0.22623292491653704,0.22623292491653704,17.03328501491442,0.22121149370018728,0.2661840650345907
Low income,2021-04-05,704080579,0.36278665744872596,0.36278665744872596,0.36278665744872596,0.36278665744872596,0.2467777408924774,0.1991356874038143,0.08375094052384915,0.05936733984586851,0.002047149649857535,0.012782769853960138
Lower middle income,2021-04-05,2994738553,0.5206487451702667,0.5905757498647796,0.5905757498647796,0.5905757498647796,0.5206487451702667,0.4487478825763452,0.2880675916042336,3.633533566640855,0.07267067133281711,0.04215015693892528
Unknown income group,2021-04-05,258910,-0.11459467649229908,0.0795201333749374,0.033469262271132616,-0.11459467649229908,-0.15739298887484493,-0.15739298887484493,-0.15739298887484493,0,0,0
Upper middle income,2021-04-05,2928412447,0.34232576697180284,0.34547187431181753,0.34232576697180284,0.34232576697180284,0.32459297315621805,0.32459297315621805,0.3084335622110257,12.45848165624723,0.2307126232638376,0.19499107804468363
High income,2021-04-12,1241193758,0.2155326489351579,0.2155326489351579,0.2155326489351579,0.2155326489351579,0.20771767006143585,0.20771767006143585,0.20771767006143585,15.58865480432652,0.20245006239385094,0.30939117887507134
Low income,2021-04-12,704080579,0.39971306973728893,0.39971306973728893,0.39971306973728893,0.39971306973728893,0.3137830837708271,0.21486870305481723,0.09613457422844565,0.05936733984586851,0.002047149649857535,0.011463886720840798
Lower middle income,2021-04-12,2994738553,0.641720338162797,0.7756222418444026,0.6558523494969741,0.6558523494969741,0.641720338162797,0.5836982015014893,0.4608694220369985,3.633533566640855,0.07267067133281711,0.06193251822073164
Unknown income group,2021-04-12,258910,-0.08769544289414465,0.11982693138401788,0.04773989489823088,-0.06949936297965305,-0.08769544289414465,-0.08769544289414465,-0.08769544289414465,0,0,0.05523154764203777
Upper middle income,2021-04-12,2928412447,0.3527680695265156,0.3527680695265156,0.3527680695265156,0.3527680695265156,0.32512478924976385,0.32512478924976385,0.32051815784536064,12.841208774584347,0.23780016249230268,0.23476884231396658
High income,2021-04-19,1241193758,0.24977148403425742,0.24977148403425742,0.24977148403425742,0.24977148403425742,0.24119236931531804,0.24119236931531804,0.24119236931531804,18.173313306935533,0.23601705593422773,0.2772911141243429
Low income,2021-04-19,704080579,0.3829475489372487,0.3829475489372487,0.3829475489372487,0.3829475489372487,0.2564745232598436,0.20877850272696766,0.0933840113885073,0.05936733984586851,0.002047149649857535,0.014751010480577394
Lower middle income,2021-04-19,2994738553,0.7622227163468843,0.9095985643606469,0.8409758850429498,0.8068135461639354,0.7622227163468843,0.7622227163468843,0.5574261201040406,3.633533566640855,0.07267067133281711,0.0789719355511299
Unknown income group,2021-04-19,258910,-0.12294497918311044,0.10713449997918222,0.010230122170244405,-0.10128847466110627,-0.12294497918311044,-0.12294497918311044,-0.15710600258236085,0,0,0
Upper middle income,2021-04-19,2928412447,0.3596537356523701,0.3596537356523701,0.3596537356523701,0.3596537356523701,0.34367446421590325,0.34367446421590325,0.3202960536240817,13.039558469102536,0.24147330498338027,0.22533420819051722
High income,2021-04-26,1241193758,0.22983237233293088,0.22983237233293088,0.22983237233293088,0.22983237233293088,0.22164617044230658,0.22164617044230658,0.22164617044230658,16.614800796272373,0.21577663371782302,0.26126919984075525
Low income,2021-04-26,704080579,0.37954229692403146,0.39239919220808456,0.37954229692403146,0.37954229692403146,0.21294083200465627,0.21294083200465627,0.08274247686478504,0.05936733984586851,0.002047149649857535,0.012478685340928854
Lower middle income,2021-04-26,2994738553,1.1300372715936222,1.5884723191056804,1.1735705602093036,1.1300372715936222,1.060993024644203,1.060993024644203,0.7720903847804359,3.633533566640855,0.07267067133281711,0.11663792809228245
Unknown income group,2021-04-26,258910,0.2803489860222213,0.4065089041770542,0.28101459700310066,0.2803489860222213,0.2295496870758994,0.2295496870758994,0.18375831122484385,0,0,0
Upper middle income,2021-04-26,2928412447,0.35133309697842524,0.35133309697842524,0.35133309697842524,0.35133309697842524,0.3359226047664389,0.3359226047664389,0.3160685313089122,12.578835311763955,0.23294139466229544,0.22386098675122862
High income,2021-05-03,1241193758,0.19495684228525806,0.19495684228525806,0.19495684228525806,0.19495684228525806,0.18779608387741234,0.18779608387741234,0.18779608387741234,13.985973343043785,0.18163601744212707,0.23449771490069
Low income,2021-05-03,704080579,0.36108171627391433,0.4188719543087584,0.36108171627391433,0.36108171627391433,0.2580771052495909,0.2048167091932495,0.08668046618419917,0.05936733984586851,0.002047149649857535,0.00988139739613525
Lower middle income,2021-05-03,2994738553,1.476053599224765,2.5860625043749086,2.5860625043749086,2.5860625043749086,1.476053599224765,1.476053599224765,0.797237680415124,3.2389278809354214,0.06477855761870843,0.14969587229940737
Unknown income group,2021-05-03,258910,0.34545117038846934,0.3866968086448847,0.3866968086448847,0.3866968086448847,0.34545117038846934,0.34545117038846934,0.2097990916254032,0,0,0.8277007454327757
Upper middle income,2021-05-03,2928412447,0.29429159714082487,0.29471613550408415,0.29429159714082487,0.29429159714082487,0.26451010472357134,0.26451010472357134,0.2610969730749349,10.031450121765197,0.18576759484750363,0.21379703553759688
High income,2021-05-10,1241193758,0.19983815587234904,0.21223646150484837,0.21223646150484837,0.21223646150484837,0.19983815587234904,0.19319074443778309,0.18427807718176198,13.40430509395162,0.17408188433703403,0.208439736610406
Low income,2021-05-10,704080579,0.3678796550444145,0.4155680254462315,0.3678796550444145,0.3678796550444145,0.2667588166088954,0.22493499347633222,0.09014155648866369,0.05936733984586851,0.002047149649857535,0.010773766847501696
Lower middle income,2021-05-10,2994738553,1.6463983085134934,2.606517147460016,2.606517147460016,2.606517147460016,1.6463983085134934,1.6463983085134934,0.7924130224810496,3.2389278809354214,0.06477855761870843,0.16390175346301758
Unknown income group,2021-05-10,258910,-0.060723280126636914,0.18220962513825648,0.18220962513825648,0.18220962513825648,-0.060723280126636914,-0.060723280126636914,-0.07842163444830284,0,0,0.05523154764203777
Upper middle income,2021-05-10,2928412447,0.27951396571882603,0.2805643643456579,0.27951396571882603,0.27951396571882603,0.23539941846708476,0.23539941846708476,0.23539941846708476,9.665923156674506,0.1789985769754538,0.19451303745943954
High income,2021-05-17,1241193758,0.16661180473514572,0.1768797677282581,0.1768797677282581,0.1768797677282581,0.16661180473514572,0.1634454211352272,0.15475545800170523,11.009595177919344,0.14298175555739406,0.17499242048234664
Low income,2021-05-17,704080579,0.3483230091325133,0.40021332889109273,0.3483230091325133,0.3483230091325133,0.23293612983761822,0.2188493927074907,0.09529256952821595,0.05936733984586851,0.002047149649857535,0.006249426743526184
Lower middle income,2021-05-17,2994738553,1.6575532857727922,2.6515475395965717,2.6515475395965717,2.6515475395965717,1.6575532857727922,1.6575532857727922,0.7335270694714898,3.2389278809354214,0.06477855761870843,0.16975966048546076
Unknown income group,2021-05-17,258910,-0.09436475475551348,0.12097506567278964,0.12097506567278964,0.12097506567278964,-0.09436475475551348,-0.09436475475551348,-0.21390419883744136,0,0,0
Upper middle income,2021-05-17,2928412447,0.26727629671276054,0.2790116517991461,0.26727629671276054,0.26727629671276054,0.2370627826888824,0.2370627826888824,0.2370627826888824,9.362863972978074,0.1733863698699643,0.18313188791059662
High income,2021-05-24,1241193758,0.13145505568756088,0.1567248634525319,0.1567248634525319,0.1567248634525319,0.13145505568756088,0.125967909589397,0.1156100351752583,7.956069509125176,0.1033255780405867,0.151823999102
Low income,2021-05-24,704080579,0.43367959373197007,0.4443256636230406,0.43367959373197007,0.43367959373197007,0.2830438289246421,0.23477174730735492,0.10713201166773058,0.05936733984586851,0.002047149649857535,0.009171393435068743
Lower middle income,2021-05-24,2994738553,1.7147473884070057,2.746823299487553,2.746823299487553,2.746823299487553,1.7147473884070057,1.7147473884070057,0.7174792892039493,3.2389278809354214,0.06477855761870843,0.16651590486937579
Unknown income group,2021-05-24,258910,-0.09279180711701943,0.12565845411013862,0.12565845411013862,0.12565845411013862,-0.09279180711701943,-0.1687455682709667,-0.19619040949566138,0,0,0
Upper middle income,2021-05-24,2928412447,0.2802994028005706,0.2854064800449576,0.2802994028005706,0.2802994028005706,0.2670821000248883,0.2670821000248883,0.234647754631937,9.110931668913503,0.16872095683173152,0.17263869388272685
High income,2021-05-31,1241193758,0.15102477038932624,0.1773096580885426,0.1773096580885426,0.1773096580885426,0.15102477038932624,0.14425605033873765,0.1345000079911641,9.448131476133486,0.12270300618355176,0.14143069836482372
Low income,2021-05-31,704080579,0.4449983301336258,0.4449983301336258,0.4449983301336258,0.4449983301336258,0.31066229192493305,0.26779446602596113,0.1067332983658509,0.05936733984586851,0.002047149649857535,0.007466759000037693
Lower middle income,2021-05-31,2994738553,1.3583331678600759,2.7555998454693253,2.7555998454693253,2.7555998454693253,1.3583331678600759,1.3583331678600759,0.6008693414628051,3.2389278809354214,0.06477855761870843,0.1454171014574039
Unknown income group,2021-05-31,258910,-0.057116812859910826,-0.004599569319245794,-0.007841141469364014,-0.007841141469364014,-0.057116812859910826,-0.13174758497732422,-0.21525443092516217,0,0,0
Upper middle income,2021-05-31,2928412447,0.2768036686050172,0.29478077070858894,0.28571156854051094,0.28571156854051094,0.2768036686050172,0.2768036686050172,0.25684630710041145,9.066164555741697,0.1678919362174388,0.17370206868267696
High income,2021-06-07,1241193758,0.13948454373335623,0.1669594666233049,0.1669594666233049,0.1669594666233049,0.13948454373335623,0.13255401330489597,0.12407635041493835,8.608012490568795,0.11179237000738697,0.11721465650490324
Low income,2021-06-07,704080579,0.38098647244212425,0.40274610113815856,0.38098647244212425,0.38098647244212425,0.28333421688719895,0.24875250532549306,0.1032507535379222,0.05936733984586851,0.002047149649857535,0.010287174814972419
Lower middle income,2021-06-07,2994738553,1.0821590775046668,2.0910793495835827,2.0910793495835827,2.0910793495835827,1.0821590775046668,1.0821590775046668,0.5672725660768503,2.361747532814528,0.047234950656290554,0.11818834724167655
Unknown income group,2021-06-07,258910,-0.08510093975660062,0.0159578871803753,0.0159578871803753,0.0159578871803753,-0.08510093975660062,-0.08510093975660062,-0.13874844328626956,0,0,0
Upper middle income,2021-06-07,2928412447,0.30456430245956934,0.3225118115203441,0.3225118115203441,0.3225118115203441,0.30456430245956934,0.3031777164369987,0.28016248246106934,10.276322128089921,0.19030226163129485,0.1608427462062348
High income,2021-06-14,1241193758,0.17375646095893976,0.20212725245325083,0.20212725245325083,0.20212725245325083,0.17375646095893976,0.16759727630798574,0.15890685680818925,11.29503212670847,0.14668872891829185,0.0990410233758201
Low income,2021-06-14,704080579,0.38255728255771176,0.39046514761436885,0.38255728255771176,0.38255728255771176,0.30201014332875326,0.2468824338285326,0.1274783291728706,0.05936733984586851,0.002047149649857535,0.014548050756559783
Lower middle income,2021-06-14,2994738553,0.7069856383096169,1.1222691098205801,0.8413642983062376,0.7069856383096169,0.6528496789591408,0.6528496789591408,0.5253132341933043,2.361747532814528,0.047234950656290554,0.11282180197718249
Unknown income group,2021-06-14,258910,-0.08789426145490886,0.020738490841304004,0.00862620628597565,0.00862620628597565,-0.08789426145490886,-0.08789426145490886,-0.08789426145490886,0,0,0
Upper middle income,2021-06-14,2928412447,0.3022497211790794,0.3220180092134441,0.3220180092134441,0.3220180092134441,0.3022497211790794,0.29786940437841486,0.26227154004948416,9.952594310172826,0.18430730204023751,0.1719018441257158
High income,2021-06-21,1241193758,0.1460769316273145,0.17419965679205732,0.17419965679205732,0.17419965679205732,0.1460769316273145,0.13974530561886864,0.13225197143283998,9.158928087422716,0.11894711801847682,0.08213302664707729
Low income,2021-06-21,704080579,0.36120439583378006,0.3899423961049329,0.3820375486979382,0.3820375486979382,0.36120439583378006,0.25500562315628406,0.1761221337984189,0.04568870491221911,0.001575472583179969,0.021020463341029038
Lower middle income,2021-06-21,2994738553,0.5701767940310845,0.9918531931214414,0.7409732273637484,0.6494903772052377,0.5701767940310845,0.5701767940310845,0.41229604727723235,2.361747532814528,0.047234950656290554,0.08240655924797853
Unknown income group,2021-06-21,258910,-0.05568926763125598,0.022910377901382662,0.004619170093279316,0.004619170093279316,-0.05568926763125598,-0.05568926763125598,-0.05568926763125598,0,0,0
Upper middle income,2021-06-21,2928412447,0.32292590327241805,0.35049413087258935,0.35049413087258935,0.35049413087258935,0.32292590327241805,0.3217199269705588,0.28909797941988935,10.345900734529593,0.19159075434314063,0.17451206387390417
High income,2021-06-28,1241193758,0.14941784178624495,0.1765858330261768,0.1765858330261768,0.1765858330261768,0.14941784178624495,0.14257202842126665,0.13411516023737347,9.354566357785345,0.12148787477643304,0.07599836801628518
Low income,2021-06-28,704080579,0.33852314159142605,0.40439537413845106,0.36999258754428266,0.36999258754428266,0.33852314159142605,0.30366795619271614,0.12006535246391228,0.04568870491221911,0.001575472583179969,0.021791539857258298
